,waldStat_1,df_1,pvalue_1,fdr_1,gene_id
Potri.012G036500,161.2496727,8,0,0,Potri.012G036500
Potri.018G066500,160.7980562,8,0,0,Potri.018G066500
Potri.013G014700,160.5531962,8,0,0,Potri.013G014700
Potri.012G124400,160.5274738,8,0,0,Potri.012G124400
Potri.005G094700,160.4938873,8,0,0,Potri.005G094700
Potri.007G088800,160.4701154,8,0,0,Potri.007G088800
Potri.010G024600,160.3574927,8,0,0,Potri.010G024600
Potri.010G050900,160.2445547,8,0,0,Potri.010G050900
Potri.014G068300,160.1863431,8,0,0,Potri.014G068300
Potri.005G074066,160.1490362,8,0,0,Potri.005G074066
Potri.001G301800,160.1312058,8,0,0,Potri.001G301800
Potri.005G084600,160.1249686,8,0,0,Potri.005G084600
Potri.015G122100,160.0540395,8,0,0,Potri.015G122100
Potri.003G207200,159.7450205,8,0,0,Potri.003G207200
Potri.011G083700,159.7329968,8,0,0,Potri.011G083700
Potri.004G216100,159.6223527,8,0,0,Potri.004G216100
Potri.018G070100,158.4305118,8,0,0,Potri.018G070100
Potri.006G006000,158.2543052,8,0,0,Potri.006G006000
Potri.017G075600,158.2294984,8,0,0,Potri.017G075600
Potri.008G073800,158.2211316,8,0,0,Potri.008G073800
Potri.010G056200,158.2141112,8,0,0,Potri.010G056200
Potri.016G093600,158.1862178,8,0,0,Potri.016G093600
Potri.015G069700,158.000145,8,0,0,Potri.015G069700
Potri.007G076700,157.8811721,8,0,0,Potri.007G076700
Potri.006G138500,157.8742384,8,0,0,Potri.006G138500
Potri.013G151366,157.7305991,8,0,0,Potri.013G151366
Potri.003G157900,157.5859764,8,0,0,Potri.003G157900
Potri.015G073200,157.2837466,8,0,0,Potri.015G073200
Potri.002G222400,156.8180953,8,0,0,Potri.002G222400
Potri.010G133900,156.6892052,8,0,0,Potri.010G133900
Potri.006G142200,156.6602482,8,0,0,Potri.006G142200
Potri.018G082900,156.4552052,8,0,0,Potri.018G082900
Potri.010G053100,156.3711009,8,0,0,Potri.010G053100
Potri.015G097000,155.8675125,8,0,0,Potri.015G097000
Potri.018G104000,155.7254994,8,0,0,Potri.018G104000
Potri.002G032900,155.6977741,8,0,0,Potri.002G032900
Potri.001G443025,155.6665802,8,0,0,Potri.001G443025
Potri.018G037500,155.6609401,8,0,0,Potri.018G037500
Potri.013G131900,155.6231273,8,0,0,Potri.013G131900
Potri.014G056600,155.3902363,8,0,0,Potri.014G056600
Potri.001G358300,155.3433187,8,0,0,Potri.001G358300
Potri.001G066700,155.2241312,8,0,0,Potri.001G066700
Potri.015G058600,155.2079693,8,0,0,Potri.015G058600
Potri.008G025900,155.1351305,8,0,0,Potri.008G025900
Potri.016G077200,154.9479046,8,0,0,Potri.016G077200
Potri.001G404800,154.942504,8,0,0,Potri.001G404800
Potri.001G067300,154.8511899,8,0,0,Potri.001G067300
Potri.002G241100,154.6541422,8,0,0,Potri.002G241100
Potri.006G258600,154.2724855,8,0,0,Potri.006G258600
Potri.005G098500,153.8804106,8,0,0,Potri.005G098500
Potri.007G017900,153.8679431,8,0,0,Potri.007G017900
Potri.008G103500,153.8039268,8,0,0,Potri.008G103500
Potri.017G082900,153.7438936,8,0,0,Potri.017G082900
Potri.010G126000,153.6389037,8,0,0,Potri.010G126000
Potri.005G021900,153.5675522,8,0,0,Potri.005G021900
Potri.007G013900,152.9026579,8,0,0,Potri.007G013900
Potri.006G264500,152.6709255,8,0,0,Potri.006G264500
Potri.006G273733,152.5595523,8,0,0,Potri.006G273733
Potri.019G025200,152.4696566,8,0,0,Potri.019G025200
Potri.016G082400,152.3606779,8,0,0,Potri.016G082400
Potri.002G082000,152.3550422,8,0,0,Potri.002G082000
Potri.011G138700,152.2942422,8,0,0,Potri.011G138700
Potri.002G133500,152.1987165,8,0,0,Potri.002G133500
Potri.008G110100,152.1796042,8,0,0,Potri.008G110100
Potri.001G100000,152.1296439,8,0,0,Potri.001G100000
Potri.005G033500,151.7242154,8,0,0,Potri.005G033500
Potri.006G024000,151.7029226,8,0,0,Potri.006G024000
Potri.009G012100,151.6814064,8,0,0,Potri.009G012100
Potri.010G113300,151.6592937,8,0,0,Potri.010G113300
Potri.010G064300,151.419735,8,0,0,Potri.010G064300
Potri.007G006900,151.211471,8,0,0,Potri.007G006900
Potri.005G177000,151.1832619,8,0,0,Potri.005G177000
Potri.012G127900,150.873243,8,0,0,Potri.012G127900
Potri.005G222700,150.5458858,8,0,0,Potri.005G222700
Potri.015G003000,150.4820324,8,0,0,Potri.015G003000
Potri.003G095500,150.4701563,8,0,0,Potri.003G095500
Potri.011G154600,150.2996652,8,0,0,Potri.011G154600
Potri.005G136900,150.1631571,8,0,0,Potri.005G136900
Potri.001G406600,150.1101072,8,0,0,Potri.001G406600
Potri.001G143400,150.0828119,8,0,0,Potri.001G143400
Potri.007G040400,149.9927108,8,0,0,Potri.007G040400
Potri.006G169700,149.9911467,8,0,0,Potri.006G169700
Potri.006G056400,149.9513251,8,0,0,Potri.006G056400
Potri.019G121200,149.8840404,8,0,0,Potri.019G121200
Potri.017G142700,149.7198952,8,0,0,Potri.017G142700
Potri.006G115700,149.5095927,8,0,0,Potri.006G115700
Potri.010G185000,149.3878237,8,0,0,Potri.010G185000
Potri.002G066200,149.0788809,8,0,0,Potri.002G066200
Potri.003G163200,149.0404013,8,0,0,Potri.003G163200
Potri.005G049400,149.0098454,8,0,0,Potri.005G049400
Potri.010G202500,148.988454,8,0,0,Potri.010G202500
Potri.001G269900,148.8669393,8,0,0,Potri.001G269900
Potri.006G106500,148.7585479,8,0,0,Potri.006G106500
Potri.016G106650,148.3540922,8,0,0,Potri.016G106650
Potri.008G150500,148.2932758,8,0,0,Potri.008G150500
Potri.003G195500,148.2042314,8,0,0,Potri.003G195500
Potri.001G129000,148.0149244,8,0,0,Potri.001G129000
Potri.013G073900,148.0119614,8,0,0,Potri.013G073900
Potri.011G003000,147.9937949,8,0,0,Potri.011G003000
Potri.002G249500,147.7385875,8,0,0,Potri.002G249500
Potri.013G005100,147.6698324,8,0,0,Potri.013G005100
Potri.017G039000,147.5540059,8,0,0,Potri.017G039000
Potri.004G010400,147.5068632,8,0,0,Potri.004G010400
Potri.004G001800,147.4498218,8,0,0,Potri.004G001800
Potri.012G039000,147.2777068,8,0,0,Potri.012G039000
Potri.001G188000,147.2019184,8,0,0,Potri.001G188000
Potri.006G216500,147.0267936,8,0,0,Potri.006G216500
Potri.010G070600,146.8075527,8,0,0,Potri.010G070600
Potri.016G047500,146.6574569,8,0,0,Potri.016G047500
Potri.005G057300,146.654385,8,0,0,Potri.005G057300
Potri.008G008300,146.5888064,8,0,0,Potri.008G008300
Potri.014G125700,146.4283867,8,0,0,Potri.014G125700
Potri.004G210600,146.0597419,8,0,0,Potri.004G210600
Potri.006G252100,146.0380695,8,0,0,Potri.006G252100
Potri.003G086000,145.9443164,8,0,0,Potri.003G086000
Potri.002G174300,145.5583161,8,0,0,Potri.002G174300
Potri.002G168900,145.5393591,8,0,0,Potri.002G168900
Potri.009G031800,145.5368245,8,0,0,Potri.009G031800
Potri.002G167800,145.3015952,8,0,0,Potri.002G167800
Potri.006G021500,145.2673245,8,0,0,Potri.006G021500
Potri.012G088100,145.1361699,8,0,0,Potri.012G088100
Potri.015G076400,145.0442219,8,0,0,Potri.015G076400
Potri.013G136200,145.0296647,8,0,0,Potri.013G136200
Potri.004G223800,144.7992923,8,0,0,Potri.004G223800
Potri.004G048201,144.6333912,8,0,0,Potri.004G048201
Potri.014G080500,144.4498279,8,0,0,Potri.014G080500
Potri.010G217100,144.2368763,8,0,0,Potri.010G217100
Potri.004G200800,144.1972878,8,0,0,Potri.004G200800
Potri.016G063200,144.1354735,8,0,0,Potri.016G063200
Potri.005G170500,144.1346508,8,0,0,Potri.005G170500
Potri.015G069000,144.0914626,8,0,0,Potri.015G069000
Potri.006G021600,143.9638517,8,0,0,Potri.006G021600
Potri.010G152700,143.7113506,8,0,0,Potri.010G152700
Potri.005G043400,143.7018209,8,0,0,Potri.005G043400
Potri.019G055800,143.6563501,8,0,0,Potri.019G055800
Potri.014G038200,143.530819,8,0,0,Potri.014G038200
Potri.003G152950,143.5061376,8,0,0,Potri.003G152950
Potri.004G019700,143.3408476,8,0,0,Potri.004G019700
Potri.015G005400,143.1874816,8,0,0,Potri.015G005400
Potri.001G255700,142.6796768,8,0,0,Potri.001G255700
Potri.009G148100,142.5851225,8,0,0,Potri.009G148100
Potri.008G104300,142.4646193,8,0,0,Potri.008G104300
Potri.001G355100,142.4248547,8,0,0,Potri.001G355100
Potri.008G159200,142.3838836,8,0,0,Potri.008G159200
Potri.005G192000,142.2747349,8,0,0,Potri.005G192000
Potri.015G041400,142.1507605,8,0,0,Potri.015G041400
Potri.001G261000,141.9239194,8,0,0,Potri.001G261000
Potri.005G112900,141.9183341,8,0,0,Potri.005G112900
Potri.006G152000,141.8845803,8,0,0,Potri.006G152000
Potri.008G159300,141.7742079,8,0,0,Potri.008G159300
Potri.002G250800,141.6211393,8,0,0,Potri.002G250800
Potri.005G179200,141.5143927,8,0,0,Potri.005G179200
Potri.002G076900,141.4338455,8,0,0,Potri.002G076900
Potri.017G000800,141.4098544,8,0,0,Potri.017G000800
Potri.004G185800,141.344771,8,0,0,Potri.004G185800
Potri.007G046900,141.157408,8,0,0,Potri.007G046900
Potri.002G102100,140.9086681,8,0,0,Potri.002G102100
Potri.001G172100,140.8336868,8,0,0,Potri.001G172100
Potri.006G060600,140.8044286,8,0,0,Potri.006G060600
Potri.006G192400,140.7187056,8,0,0,Potri.006G192400
Potri.014G151300,140.7072748,8,0,0,Potri.014G151300
Potri.004G226900,140.6063225,8,0,0,Potri.004G226900
Potri.003G050400,140.4407786,8,0,0,Potri.003G050400
Potri.009G089800,140.4306126,8,0,0,Potri.009G089800
Potri.008G058400,140.3492263,8,0,0,Potri.008G058400
Potri.001G272800,140.3399041,8,0,0,Potri.001G272800
Potri.008G175500,140.1979825,8,0,0,Potri.008G175500
Potri.004G159800,140.1946394,8,0,0,Potri.004G159800
Potri.013G112300,140.1543249,8,0,0,Potri.013G112300
Potri.019G085800,139.9411342,8,0,0,Potri.019G085800
Potri.002G241700,139.7519873,8,0,0,Potri.002G241700
Potri.017G112900,139.6796841,8,0,0,Potri.017G112900
Potri.007G022600,139.6688663,8,0,0,Potri.007G022600
Potri.009G005700,139.6655074,8,0,0,Potri.009G005700
Potri.015G059000,139.332568,8,0,0,Potri.015G059000
Potri.001G335400,139.297682,8,0,0,Potri.001G335400
Potri.014G003200,139.2170119,8,0,0,Potri.014G003200
Potri.006G066600,139.1252654,8,0,0,Potri.006G066600
Potri.016G004800,139.0146142,8,0,0,Potri.016G004800
Potri.008G055800,139.00756,8,0,0,Potri.008G055800
Potri.001G057800,138.5644799,8,0,0,Potri.001G057800
Potri.019G061700,138.5303017,8,0,0,Potri.019G061700
Potri.005G063200,138.5242191,8,0,0,Potri.005G063200
Potri.016G041200,138.4686142,8,0,0,Potri.016G041200
Potri.004G228300,138.4472749,8,0,0,Potri.004G228300
Potri.018G109500,138.3655554,8,0,0,Potri.018G109500
Potri.011G082900,138.2853776,8,0,0,Potri.011G082900
Potri.014G024200,138.2575172,8,0,0,Potri.014G024200
Potri.016G083900,138.2441668,8,0,0,Potri.016G083900
Potri.003G215201,137.8941708,8,0,0,Potri.003G215201
Potri.004G048900,137.8868208,8,0,0,Potri.004G048900
Potri.007G115000,137.7174501,8,0,0,Potri.007G115000
Potri.004G069400,137.6659282,8,0,0,Potri.004G069400
Potri.011G067000,137.5110611,8,0,0,Potri.011G067000
Potri.007G017000,137.4901809,8,0,0,Potri.007G017000
Potri.001G331200,137.4781782,8,0,0,Potri.001G331200
Potri.017G140000,137.3469794,8,0,0,Potri.017G140000
Potri.012G111600,137.2388122,8,0,0,Potri.012G111600
Potri.019G064000,136.9261773,8,0,0,Potri.019G064000
Potri.003G062200,136.6663193,8,0,0,Potri.003G062200
Potri.002G209700,136.6588186,8,0,0,Potri.002G209700
Potri.012G116210,136.6560921,8,0,0,Potri.012G116210
Potri.003G223200,136.5841625,8,0,0,Potri.003G223200
Potri.009G006000,136.3870063,8,0,0,Potri.009G006000
Potri.008G198100,136.3008063,8,0,0,Potri.008G198100
Potri.016G045800,136.2569587,8,0,0,Potri.016G045800
Potri.002G073500,136.2212192,8,0,0,Potri.002G073500
Potri.010G090800,136.027915,8,0,0,Potri.010G090800
Potri.001G248100,135.7837154,8,0,0,Potri.001G248100
Potri.009G075900,135.7376179,8,0,0,Potri.009G075900
Potri.006G072300,135.691099,8,0,0,Potri.006G072300
Potri.003G031000,135.5700578,8,0,0,Potri.003G031000
Potri.013G085300,135.1074027,8,0,0,Potri.013G085300
Potri.010G121600,135.0047168,8,0,0,Potri.010G121600
Potri.002G143300,135.0009866,8,0,0,Potri.002G143300
Potri.018G102400,134.9781559,8,0,0,Potri.018G102400
Potri.002G248500,134.9770824,8,0,0,Potri.002G248500
Potri.008G151100,134.8771275,8,0,0,Potri.008G151100
Potri.017G019400,134.7650482,8,0,0,Potri.017G019400
Potri.009G124900,134.4904694,8,0,0,Potri.009G124900
Potri.014G120600,134.4427946,8,0,0,Potri.014G120600
Potri.001G215000,134.3709017,8,0,0,Potri.001G215000
Potri.005G026200,134.1765622,8,0,0,Potri.005G026200
Potri.006G185700,134.0416371,8,0,0,Potri.006G185700
Potri.006G133500,134.033102,8,0,0,Potri.006G133500
Potri.002G044100,133.9565447,8,0,0,Potri.002G044100
Potri.007G010800,133.912394,8,0,0,Potri.007G010800
Potri.008G120100,133.7440498,8,0,0,Potri.008G120100
Potri.012G033800,133.6720686,8,0,0,Potri.012G033800
Potri.014G080000,133.6398336,8,0,0,Potri.014G080000
Potri.013G107950,133.5014096,8,0,0,Potri.013G107950
Potri.002G228200,133.4850318,8,0,0,Potri.002G228200
Potri.017G129100,133.4640737,8,0,0,Potri.017G129100
Potri.014G076100,133.345562,8,0,0,Potri.014G076100
Potri.005G251800,133.3066922,8,0,0,Potri.005G251800
Potri.013G027000,133.2521597,8,0,0,Potri.013G027000
Potri.004G197500,133.2351717,8,0,0,Potri.004G197500
Potri.001G102900,133.2287452,8,0,0,Potri.001G102900
Potri.001G466800,133.1610595,8,0,0,Potri.001G466800
Potri.019G079500,133.0988447,8,0,0,Potri.019G079500
Potri.010G191200,133.0238643,8,0,0,Potri.010G191200
Potri.007G035200,133.0022514,8,0,0,Potri.007G035200
Potri.018G062300,132.9794134,8,0,0,Potri.018G062300
Potri.017G144121,132.973012,8,0,0,Potri.017G144121
Potri.007G085900,132.9206161,8,0,0,Potri.007G085900
Potri.001G358600,132.8985592,8,0,0,Potri.001G358600
Potri.014G041700,132.7832117,8,0,0,Potri.014G041700
Potri.017G140800,132.7135868,8,0,0,Potri.017G140800
Potri.003G180900,132.6801046,8,0,0,Potri.003G180900
Potri.009G115300,132.6449349,8,0,0,Potri.009G115300
Potri.010G168100,132.3682997,8,0,0,Potri.010G168100
Potri.007G089200,132.3585727,8,0,0,Potri.007G089200
Potri.002G065100,132.3573407,8,0,0,Potri.002G065100
Potri.015G007300,132.2424802,8,0,0,Potri.015G007300
Potri.010G119400,132.0502144,8,0,0,Potri.010G119400
Potri.005G210000,131.97818,8,0,0,Potri.005G210000
Potri.006G011701,131.9513228,8,0,0,Potri.006G011701
Potri.004G113900,131.6198656,8,0,0,Potri.004G113900
Potri.012G094900,131.5599171,8,0,0,Potri.012G094900
Potri.005G019700,131.4635181,8,0,0,Potri.005G019700
Potri.001G167100,131.3847103,8,0,0,Potri.001G167100
Potri.002G105600,131.1691114,8,0,0,Potri.002G105600
Potri.001G050100,131.0036603,8,0,0,Potri.001G050100
Potri.010G076800,130.9754098,8,0,0,Potri.010G076800
Potri.002G046400,130.9197948,8,0,0,Potri.002G046400
Potri.015G105500,130.6065315,8,0,0,Potri.015G105500
Potri.006G231000,130.5365441,8,0,0,Potri.006G231000
Potri.011G058100,130.3556228,8,0,0,Potri.011G058100
Potri.002G253200,130.2392343,8,0,0,Potri.002G253200
Potri.013G159500,130.2226798,8,0,0,Potri.013G159500
Potri.007G033400,130.2162265,8,0,0,Potri.007G033400
Potri.004G199400,130.211735,8,0,0,Potri.004G199400
Potri.018G069800,130.0849583,8,0,0,Potri.018G069800
Potri.007G095300,130.0460252,8,0,0,Potri.007G095300
Potri.009G089500,130.0163277,8,0,0,Potri.009G089500
Potri.006G274700,129.9344036,8,0,0,Potri.006G274700
Potri.012G039300,129.8900382,8,0,0,Potri.012G039300
Potri.008G204400,129.8419313,8,0,0,Potri.008G204400
Potri.001G233100,129.7241311,8,0,0,Potri.001G233100
Potri.007G041000,129.7082684,8,0,0,Potri.007G041000
Potri.019G120800,129.5314336,8,0,0,Potri.019G120800
Potri.010G133800,129.3747309,8,0,0,Potri.010G133800
Potri.006G264300,129.3127799,8,0,0,Potri.006G264300
Potri.006G135200,129.2332644,8,0,0,Potri.006G135200
Potri.010G035500,129.1966343,8,0,0,Potri.010G035500
Potri.001G166800,129.1754814,8,0,0,Potri.001G166800
Potri.006G232900,129.1704504,8,0,0,Potri.006G232900
Potri.002G074900,129.0293833,8,0,0,Potri.002G074900
Potri.004G154000,128.9247397,8,0,0,Potri.004G154000
Potri.005G106400,128.917735,8,0,0,Potri.005G106400
Potri.012G087800,128.8198142,8,0,0,Potri.012G087800
Potri.011G148700,128.788797,8,0,0,Potri.011G148700
Potri.005G156600,128.5658362,8,0,0,Potri.005G156600
Potri.005G227300,128.528358,8,0,0,Potri.005G227300
Potri.010G019150,128.4210565,8,0,0,Potri.010G019150
Potri.009G142900,128.3955862,8,0,0,Potri.009G142900
Potri.010G140100,128.0556056,8,0,0,Potri.010G140100
Potri.005G194500,127.914913,8,0,0,Potri.005G194500
Potri.010G038400,127.9028843,8,0,0,Potri.010G038400
Potri.006G135600,127.7358783,8,0,0,Potri.006G135600
Potri.016G087000,127.7285485,8,0,0,Potri.016G087000
Potri.009G034700,127.5522824,8,0,0,Potri.009G034700
Potri.011G143400,127.5393164,8,0,0,Potri.011G143400
Potri.009G053700,127.4741057,8,0,0,Potri.009G053700
Potri.014G127000,127.4477114,8,0,0,Potri.014G127000
Potri.006G092800,127.4438344,8,0,0,Potri.006G092800
Potri.004G157500,127.2365671,8,0,0,Potri.004G157500
Potri.001G344600,127.2180222,8,0,0,Potri.001G344600
Potri.012G015032,127.1253672,8,0,0,Potri.012G015032
Potri.009G105400,126.9691342,8,0,0,Potri.009G105400
Potri.007G011700,126.9291689,8,0,0,Potri.007G011700
Potri.010G199100,126.5749335,8,0,0,Potri.010G199100
Potri.015G031400,126.5156094,8,0,0,Potri.015G031400
Potri.002G051300,126.4774354,8,0,0,Potri.002G051300
Potri.008G168600,126.4654762,8,0,0,Potri.008G168600
Potri.002G178500,126.4637321,8,0,0,Potri.002G178500
Potri.016G060400,126.4298124,8,0,0,Potri.016G060400
Potri.004G184200,126.4154825,8,0,0,Potri.004G184200
Potri.009G054200,126.3024329,8,0,0,Potri.009G054200
Potri.016G046802,126.2857979,8,0,0,Potri.016G046802
Potri.006G072400,126.1116532,8,0,0,Potri.006G072400
Potri.001G206800,126.0596181,8,0,0,Potri.001G206800
Potri.003G136100,126.0453331,8,0,0,Potri.003G136100
Potri.001G356800,126.0387263,8,0,0,Potri.001G356800
Potri.003G156700,125.9816522,8,0,0,Potri.003G156700
Potri.015G105000,125.9300056,8,0,0,Potri.015G105000
Potri.014G146100,125.8717772,8,0,0,Potri.014G146100
Potri.001G246400,125.8296556,8,0,0,Potri.001G246400
Potri.003G162700,125.7916954,8,0,0,Potri.003G162700
Potri.004G207100,125.7680397,8,0,0,Potri.004G207100
Potri.015G029200,125.6797405,8,0,0,Potri.015G029200
Potri.010G100900,125.6745334,8,0,0,Potri.010G100900
Potri.002G101400,125.6291759,8,0,0,Potri.002G101400
Potri.002G140400,125.6233068,8,0,0,Potri.002G140400
Potri.001G300700,125.4868013,8,0,0,Potri.001G300700
Potri.002G048666,125.4858937,8,0,0,Potri.002G048666
Potri.001G111700,125.3525969,8,0,0,Potri.001G111700
Potri.001G081500,125.3511549,8,0,0,Potri.001G081500
Potri.010G237700,125.2327558,8,0,0,Potri.010G237700
Potri.002G237500,124.9895955,8,0,0,Potri.002G237500
Potri.016G051000,124.8928384,8,0,0,Potri.016G051000
Potri.002G220566,124.8359496,8,0,0,Potri.002G220566
Potri.002G098100,124.7888118,8,0,0,Potri.002G098100
Potri.005G202400,124.72399,8,0,0,Potri.005G202400
Potri.001G280700,124.6354436,8,0,0,Potri.001G280700
Potri.006G066150,124.6351728,8,0,0,Potri.006G066150
Potri.018G087100,124.4938887,8,0,0,Potri.018G087100
Potri.006G041800,124.3831239,8,0,0,Potri.006G041800
Potri.008G021400,124.2273458,8,0,0,Potri.008G021400
Potri.015G045800,124.0267051,8,0,0,Potri.015G045800
Potri.018G146100,123.9674779,8,0,0,Potri.018G146100
Potri.008G097700,123.7868465,8,0,0,Potri.008G097700
Potri.016G084500,123.6939489,8,0,0,Potri.016G084500
Potri.006G229900,123.3211216,8,0,0,Potri.006G229900
Potri.006G115400,123.274284,8,0,0,Potri.006G115400
Potri.001G444050,123.1412026,8,0,0,Potri.001G444050
Potri.013G105900,123.0994954,8,0,0,Potri.013G105900
Potri.016G089000,122.7333267,8,0,0,Potri.016G089000
Potri.013G039000,122.6964866,8,0,0,Potri.013G039000
Potri.010G010448,122.6642238,8,0,0,Potri.010G010448
Potri.013G083000,122.4787302,8,0,0,Potri.013G083000
Potri.018G046100,122.4296787,8,0,0,Potri.018G046100
Potri.012G111200,122.1719403,8,0,0,Potri.012G111200
Potri.008G059200,121.9884763,8,0,0,Potri.008G059200
Potri.019G055600,121.942936,8,0,0,Potri.019G055600
Potri.014G150000,121.8268423,8,0,0,Potri.014G150000
Potri.006G281900,121.8174958,8,0,0,Potri.006G281900
Potri.008G156200,121.63635,8,0,0,Potri.008G156200
Potri.001G086800,121.5083658,8,0,0,Potri.001G086800
Potri.012G069400,121.2233839,8,0,0,Potri.012G069400
Potri.002G142100,121.2160686,8,0,0,Potri.002G142100
Potri.014G197500,121.2011641,8,0,0,Potri.014G197500
Potri.014G019900,121.1607781,8,0,0,Potri.014G019900
Potri.005G053500,121.1581503,8,0,0,Potri.005G053500
Potri.005G024250,120.9395097,8,0,0,Potri.005G024250
Potri.016G124100,120.9165134,8,0,0,Potri.016G124100
Potri.002G194700,120.8994119,8,0,0,Potri.002G194700
Potri.001G135300,120.8507228,8,0,0,Potri.001G135300
Potri.009G069700,120.8287464,8,0,0,Potri.009G069700
Potri.011G078900,120.8117824,8,0,0,Potri.011G078900
Potri.010G177900,120.7999984,8,0,0,Potri.010G177900
Potri.009G061700,120.7992986,8,0,0,Potri.009G061700
Potri.015G007100,120.5565786,8,0,0,Potri.015G007100
Potri.005G115500,120.3685474,8,0,0,Potri.005G115500
Potri.011G118200,120.1635584,8,0,0,Potri.011G118200
Potri.010G138100,120.0769054,8,0,0,Potri.010G138100
Potri.010G060400,119.9048564,8,0,0,Potri.010G060400
Potri.016G125901,119.6313468,8,0,0,Potri.016G125901
Potri.009G009300,119.5740696,8,0,0,Potri.009G009300
Potri.003G180300,119.3989939,8,0,0,Potri.003G180300
Potri.002G072100,119.3356775,8,0,0,Potri.002G072100
Potri.013G062401,119.2584047,8,0,0,Potri.013G062401
Potri.004G107000,119.1028318,8,0,0,Potri.004G107000
Potri.002G000200,119.0207328,8,0,0,Potri.002G000200
Potri.014G137700,118.9253345,8,0,0,Potri.014G137700
Potri.016G019201,118.7320818,8,0,0,Potri.016G019201
Potri.006G068200,118.6990103,8,0,0,Potri.006G068200
Potri.010G011900,118.5653861,8,0,0,Potri.010G011900
Potri.016G143700,118.5183141,8,0,0,Potri.016G143700
Potri.006G110400,118.294998,8,0,0,Potri.006G110400
Potri.016G024800,118.2362841,8,0,0,Potri.016G024800
Potri.008G029400,118.0977884,8,0,0,Potri.008G029400
Potri.015G103400,118.070908,8,0,0,Potri.015G103400
Potri.019G047300,118.0383047,8,0,0,Potri.019G047300
Potri.003G102800,117.973898,8,0,0,Potri.003G102800
Potri.011G077700,117.9381898,8,0,0,Potri.011G077700
Potri.011G106300,117.933631,8,0,0,Potri.011G106300
Potri.014G087900,117.8272825,8,0,0,Potri.014G087900
Potri.006G137200,117.6869822,8,0,0,Potri.006G137200
Potri.001G409900,117.6776246,8,0,0,Potri.001G409900
Potri.015G044500,117.6753633,8,0,0,Potri.015G044500
Potri.008G051900,117.6464624,8,0,0,Potri.008G051900
Potri.015G078700,117.6312004,8,0,0,Potri.015G078700
Potri.010G220900,117.6282745,8,0,0,Potri.010G220900
Potri.002G003100,117.5006036,8,0,0,Potri.002G003100
Potri.008G063200,117.4782301,8,0,0,Potri.008G063200
Potri.005G226400,117.3972571,8,0,0,Potri.005G226400
Potri.006G263000,117.3560569,8,0,0,Potri.006G263000
Potri.011G057200,117.3428405,8,0,0,Potri.011G057200
Potri.001G112900,117.3361916,8,0,0,Potri.001G112900
Potri.006G234400,117.3009634,8,0,0,Potri.006G234400
Potri.014G161600,117.1868545,8,0,0,Potri.014G161600
Potri.002G016700,117.1046548,8,0,0,Potri.002G016700
Potri.012G105400,117.0196546,8,0,0,Potri.012G105400
Potri.001G337400,117.0165781,8,0,0,Potri.001G337400
Potri.002G059700,116.9246827,8,0,0,Potri.002G059700
Potri.007G008500,116.8929833,8,0,0,Potri.007G008500
Potri.005G147801,116.8798604,8,0,0,Potri.005G147801
Potri.015G004200,116.8224125,8,0,0,Potri.015G004200
Potri.002G155600,116.6727163,8,0,0,Potri.002G155600
Potri.010G006000,116.583655,8,0,0,Potri.010G006000
Potri.001G248800,116.5268185,8,0,0,Potri.001G248800
Potri.003G158000,116.4888057,8,0,0,Potri.003G158000
Potri.008G154600,116.45199,8,0,0,Potri.008G154600
Potri.005G051200,116.4311179,8,0,0,Potri.005G051200
Potri.003G100300,116.248649,8,0,0,Potri.003G100300
Potri.011G117600,116.1264971,8,0,0,Potri.011G117600
Potri.007G031400,116.065407,8,0,0,Potri.007G031400
Potri.011G022900,116.0607481,8,0,0,Potri.011G022900
Potri.017G099200,116.0447602,8,0,0,Potri.017G099200
Potri.016G001700,116.0376247,8,0,0,Potri.016G001700
Potri.016G030900,116.0057331,8,0,0,Potri.016G030900
Potri.015G048300,115.9871988,8,0,0,Potri.015G048300
Potri.012G142600,115.8279582,8,0,0,Potri.012G142600
Potri.001G024100,115.6263426,8,0,0,Potri.001G024100
Potri.008G177100,115.5600103,8,0,0,Potri.008G177100
Potri.001G046600,115.5502432,8,0,0,Potri.001G046600
Potri.007G026900,115.5156057,8,0,0,Potri.007G026900
Potri.001G367100,115.511297,8,0,0,Potri.001G367100
Potri.012G080100,115.4746583,8,0,0,Potri.012G080100
Potri.002G170900,115.4639237,8,0,0,Potri.002G170900
Potri.002G208251,115.4056828,8,0,0,Potri.002G208251
Potri.003G025200,115.3725993,8,0,0,Potri.003G025200
Potri.001G012300,115.3144809,8,0,0,Potri.001G012300
Potri.005G180100,115.295225,8,0,0,Potri.005G180100
Potri.007G022000,115.1159429,8,0,0,Potri.007G022000
Potri.001G267400,115.0763838,8,0,0,Potri.001G267400
Potri.002G157000,115.0262248,8,0,0,Potri.002G157000
Potri.001G459700,115.0048839,8,0,0,Potri.001G459700
Potri.010G122400,114.9196348,8,0,0,Potri.010G122400
Potri.008G103800,114.8403088,8,0,0,Potri.008G103800
Potri.002G072900,114.6800711,8,0,0,Potri.002G072900
Potri.019G011600,114.6764886,8,0,0,Potri.019G011600
Potri.001G109300,114.6755016,8,0,0,Potri.001G109300
Potri.001G403000,114.6115716,8,0,0,Potri.001G403000
Potri.005G086700,114.5579113,8,0,0,Potri.005G086700
