,waldStat_1,df_1,pvalue_1,fdr_1,gene_id
Potri.014G068500,69.18703884,8,7.13E-12,9.38E-11,Potri.014G068500
Potri.005G191400,69.15250728,8,7.25E-12,9.52E-11,Potri.005G191400
Potri.014G029100,69.1516656,8,7.25E-12,9.52E-11,Potri.014G029100
Potri.011G068500,69.09903758,8,7.43E-12,9.75E-11,Potri.011G068500
Potri.007G137300,69.06046428,8,7.56E-12,9.92E-11,Potri.007G137300
Potri.010G080600,69.01706429,8,7.71E-12,1.01E-10,Potri.010G080600
Potri.016G051800,69.0111891,8,7.73E-12,1.01E-10,Potri.016G051800
Potri.017G107200,69.00730451,8,7.74E-12,1.01E-10,Potri.017G107200
Potri.018G083800,68.97840585,8,7.85E-12,1.03E-10,Potri.018G083800
Potri.005G072700,68.94569754,8,7.97E-12,1.04E-10,Potri.005G072700
Potri.017G130600,68.94554911,8,7.97E-12,1.04E-10,Potri.017G130600
Potri.012G083700,68.92714662,8,8.03E-12,1.05E-10,Potri.012G083700
Potri.002G057800,68.90955408,8,8.10E-12,1.06E-10,Potri.002G057800
Potri.010G046300,68.84066848,8,8.36E-12,1.09E-10,Potri.010G046300
Potri.006G227500,68.7546513,8,8.69E-12,1.14E-10,Potri.006G227500
Potri.005G111100,68.75040913,8,8.71E-12,1.14E-10,Potri.005G111100
Potri.004G174800,68.73504318,8,8.77E-12,1.14E-10,Potri.004G174800
Potri.016G126700,68.73359795,8,8.78E-12,1.15E-10,Potri.016G126700
Potri.014G006100,68.72499055,8,8.81E-12,1.15E-10,Potri.014G006100
Potri.010G097200,68.69288116,8,8.94E-12,1.17E-10,Potri.010G097200
Potri.001G141200,68.55950653,8,9.51E-12,1.24E-10,Potri.001G141200
Potri.014G087700,68.41597861,8,1.02E-11,1.32E-10,Potri.014G087700
Potri.001G315950,68.3920955,8,1.03E-11,1.34E-10,Potri.001G315950
Potri.010G200500,68.36240906,8,1.04E-11,1.35E-10,Potri.010G200500
Potri.001G079000,68.30046682,8,1.07E-11,1.39E-10,Potri.001G079000
Potri.006G255900,68.24353262,8,1.10E-11,1.43E-10,Potri.006G255900
Potri.001G350100,68.24034591,8,1.10E-11,1.43E-10,Potri.001G350100
Potri.006G131900,68.17467839,8,1.13E-11,1.47E-10,Potri.006G131900
Potri.001G254600,68.16890036,8,1.14E-11,1.48E-10,Potri.001G254600
Potri.010G086000,68.10418665,8,1.17E-11,1.52E-10,Potri.010G086000
Potri.010G218800,68.06875317,8,1.19E-11,1.54E-10,Potri.010G218800
Potri.016G053600,68.06623638,8,1.19E-11,1.54E-10,Potri.016G053600
Potri.002G260800,67.94868425,8,1.26E-11,1.63E-10,Potri.002G260800
Potri.004G028800,67.92536725,8,1.27E-11,1.65E-10,Potri.004G028800
Potri.019G081100,67.91304714,8,1.28E-11,1.65E-10,Potri.019G081100
Potri.005G136600,67.86775804,8,1.30E-11,1.69E-10,Potri.005G136600
Potri.009G115100,67.75719223,8,1.37E-11,1.77E-10,Potri.009G115100
Potri.019G014396,67.75501263,8,1.37E-11,1.78E-10,Potri.019G014396
Potri.013G067600,67.68340439,8,1.42E-11,1.83E-10,Potri.013G067600
Potri.011G064400,67.63805711,8,1.45E-11,1.87E-10,Potri.011G064400
Potri.017G070500,67.60349188,8,1.47E-11,1.90E-10,Potri.017G070500
Potri.007G063200,67.57609191,8,1.49E-11,1.92E-10,Potri.007G063200
Potri.005G206300,67.542217,8,1.51E-11,1.95E-10,Potri.005G206300
Potri.012G074900,67.51764886,8,1.53E-11,1.97E-10,Potri.012G074900
Potri.001G381300,67.50508607,8,1.54E-11,1.98E-10,Potri.001G381300
Potri.016G141300,67.41460257,8,1.60E-11,2.07E-10,Potri.016G141300
Potri.012G122200,67.31887462,8,1.68E-11,2.16E-10,Potri.012G122200
Potri.002G119600,67.31525739,8,1.68E-11,2.16E-10,Potri.002G119600
Potri.007G028500,67.29914264,8,1.69E-11,2.18E-10,Potri.007G028500
Potri.016G037600,67.26805359,8,1.72E-11,2.21E-10,Potri.016G037600
Potri.014G066200,67.26370956,8,1.72E-11,2.21E-10,Potri.014G066200
Potri.013G066600,67.26351708,8,1.72E-11,2.21E-10,Potri.013G066600
Potri.011G119800,67.22755012,8,1.75E-11,2.24E-10,Potri.011G119800
Potri.008G132400,67.21374511,8,1.76E-11,2.26E-10,Potri.008G132400
Potri.005G249300,67.1627632,8,1.80E-11,2.31E-10,Potri.005G249300
Potri.019G128900,67.13147044,8,1.83E-11,2.34E-10,Potri.019G128900
Potri.003G205500,67.11386421,8,1.84E-11,2.36E-10,Potri.003G205500
Potri.001G368200,67.0977004,8,1.85E-11,2.38E-10,Potri.001G368200
Potri.019G057200,67.06565363,8,1.88E-11,2.41E-10,Potri.019G057200
Potri.001G348200,67.03147723,8,1.91E-11,2.45E-10,Potri.001G348200
Potri.006G051100,66.98512767,8,1.95E-11,2.50E-10,Potri.006G051100
Potri.003G204500,66.96293587,8,1.97E-11,2.52E-10,Potri.003G204500
Potri.019G053400,66.95338745,8,1.98E-11,2.53E-10,Potri.019G053400
Potri.T042048,66.91514995,8,2.02E-11,2.57E-10,Potri.T042048
Potri.001G436300,66.86914861,8,2.06E-11,2.63E-10,Potri.001G436300
Potri.005G065100,66.76759668,8,2.16E-11,2.75E-10,Potri.005G065100
Potri.005G028000,66.72114715,8,2.20E-11,2.81E-10,Potri.005G028000
Potri.008G186601,66.67988275,8,2.24E-11,2.86E-10,Potri.008G186601
Potri.005G096700,66.67027703,8,2.25E-11,2.87E-10,Potri.005G096700
Potri.003G123700,66.65050319,8,2.27E-11,2.90E-10,Potri.003G123700
Potri.002G259200,66.59264396,8,2.34E-11,2.97E-10,Potri.002G259200
Potri.013G124900,66.55704385,8,2.37E-11,3.02E-10,Potri.013G124900
Potri.006G023500,66.52050844,8,2.41E-11,3.07E-10,Potri.006G023500
Potri.004G218200,66.45860753,8,2.48E-11,3.16E-10,Potri.004G218200
Potri.002G250400,66.41559273,8,2.53E-11,3.22E-10,Potri.002G250400
Potri.008G194566,66.38192287,8,2.57E-11,3.27E-10,Potri.008G194566
Potri.002G124300,66.35318818,8,2.60E-11,3.31E-10,Potri.002G124300
Potri.016G055000,66.32030269,8,2.64E-11,3.36E-10,Potri.016G055000
Potri.001G171800,66.30497374,8,2.66E-11,3.38E-10,Potri.001G171800
Potri.018G002900,66.29289593,8,2.68E-11,3.40E-10,Potri.018G002900
Potri.001G214500,66.13619309,8,2.88E-11,3.65E-10,Potri.001G214500
Potri.011G150700,66.12322413,8,2.89E-11,3.67E-10,Potri.011G150700
Potri.002G066600,66.09708319,8,2.93E-11,3.71E-10,Potri.002G066600
Potri.008G126300,66.03210102,8,3.02E-11,3.82E-10,Potri.008G126300
Potri.019G089700,66.02575753,8,3.02E-11,3.83E-10,Potri.019G089700
Potri.005G149500,66.00220849,8,3.06E-11,3.87E-10,Potri.005G149500
Potri.012G111800,65.98020673,8,3.09E-11,3.90E-10,Potri.012G111800
Potri.010G076900,65.90866099,8,3.19E-11,4.03E-10,Potri.010G076900
Potri.008G207500,65.80753977,8,3.34E-11,4.22E-10,Potri.008G207500
Potri.016G114700,65.79278431,8,3.36E-11,4.25E-10,Potri.016G114700
Potri.018G060000,65.78056248,8,3.38E-11,4.27E-10,Potri.018G060000
Potri.003G009000,65.73642098,8,3.45E-11,4.35E-10,Potri.003G009000
Potri.008G132900,65.68663738,8,3.53E-11,4.45E-10,Potri.008G132900
Potri.001G341400,65.68595073,8,3.53E-11,4.45E-10,Potri.001G341400
Potri.012G062100,65.68553286,8,3.53E-11,4.45E-10,Potri.012G062100
Potri.004G166600,65.66359155,8,3.57E-11,4.49E-10,Potri.004G166600
Potri.018G035700,65.56993992,8,3.72E-11,4.69E-10,Potri.018G035700
Potri.006G038500,65.53166223,8,3.79E-11,4.77E-10,Potri.006G038500
Potri.006G189201,65.52862061,8,3.79E-11,4.77E-10,Potri.006G189201
Potri.002G087000,65.48741991,8,3.87E-11,4.86E-10,Potri.002G087000
Potri.010G253700,65.45888415,8,3.92E-11,4.92E-10,Potri.010G253700
Potri.006G094600,65.42312628,8,3.98E-11,5.00E-10,Potri.006G094600
Potri.016G055901,65.39596982,8,4.03E-11,5.06E-10,Potri.016G055901
Potri.006G160300,65.39572995,8,4.03E-11,5.06E-10,Potri.006G160300
Potri.019G079300,65.37612674,8,4.07E-11,5.10E-10,Potri.019G079300
Potri.008G130400,65.26152574,8,4.28E-11,5.37E-10,Potri.008G130400
Potri.006G145700,65.26018565,8,4.29E-11,5.37E-10,Potri.006G145700
Potri.004G074900,65.24537811,8,4.32E-11,5.41E-10,Potri.004G074900
Potri.006G060400,65.24236415,8,4.32E-11,5.41E-10,Potri.006G060400
Potri.002G080100,65.20460725,8,4.40E-11,5.50E-10,Potri.002G080100
Potri.005G177600,65.16185432,8,4.48E-11,5.61E-10,Potri.005G177600
Potri.010G043800,65.12354136,8,4.56E-11,5.70E-10,Potri.010G043800
Potri.010G194300,65.05014665,8,4.72E-11,5.90E-10,Potri.010G194300
Potri.018G091100,65.04323283,8,4.73E-11,5.91E-10,Potri.018G091100
Potri.014G151700,65.04033859,8,4.74E-11,5.92E-10,Potri.014G151700
Potri.016G120333,64.99379732,8,4.84E-11,6.04E-10,Potri.016G120333
Potri.002G143600,64.98952794,8,4.85E-11,6.05E-10,Potri.002G143600
Potri.012G017300,64.98653695,8,4.86E-11,6.06E-10,Potri.012G017300
Potri.011G123700,64.98007157,8,4.87E-11,6.07E-10,Potri.011G123700
Potri.008G083300,64.9420545,8,4.96E-11,6.17E-10,Potri.008G083300
Potri.010G106700,64.90740216,8,5.03E-11,6.27E-10,Potri.010G106700
Potri.002G113600,64.8552305,8,5.15E-11,6.42E-10,Potri.002G113600
Potri.004G183500,64.85163105,8,5.16E-11,6.42E-10,Potri.004G183500
Potri.008G163300,64.80291776,8,5.28E-11,6.57E-10,Potri.008G163300
Potri.016G043700,64.80194908,8,5.28E-11,6.57E-10,Potri.016G043700
Potri.001G054700,64.70179019,8,5.53E-11,6.87E-10,Potri.001G054700
Potri.006G237700,64.69679261,8,5.54E-11,6.88E-10,Potri.006G237700
Potri.010G052800,64.6893856,8,5.56E-11,6.90E-10,Potri.010G052800
Potri.017G137600,64.68842595,8,5.56E-11,6.90E-10,Potri.017G137600
Potri.010G174800,64.68606631,8,5.57E-11,6.91E-10,Potri.010G174800
Potri.015G059400,64.63488948,8,5.70E-11,7.07E-10,Potri.015G059400
Potri.003G124100,64.60714128,8,5.77E-11,7.15E-10,Potri.003G124100
Potri.017G060100,64.57853448,8,5.85E-11,7.24E-10,Potri.017G060100
Potri.010G191900,64.57382767,8,5.86E-11,7.26E-10,Potri.010G191900
Potri.011G142700,64.55625595,8,5.91E-11,7.31E-10,Potri.011G142700
Potri.015G027500,64.54912258,8,5.93E-11,7.33E-10,Potri.015G027500
Potri.006G251900,64.5433668,8,5.94E-11,7.35E-10,Potri.006G251900
Potri.005G037000,64.47786385,8,6.12E-11,7.57E-10,Potri.005G037000
Potri.001G099400,64.47134815,8,6.14E-11,7.58E-10,Potri.001G099400
Potri.005G140700,64.46693256,8,6.15E-11,7.60E-10,Potri.005G140700
Potri.005G131500,64.45083034,8,6.20E-11,7.65E-10,Potri.005G131500
Potri.001G210000,64.44886297,8,6.20E-11,7.65E-10,Potri.001G210000
Potri.007G024600,64.38183331,8,6.39E-11,7.89E-10,Potri.007G024600
Potri.008G006200,64.35175261,8,6.48E-11,7.99E-10,Potri.008G006200
Potri.017G106900,64.31737494,8,6.58E-11,8.11E-10,Potri.017G106900
Potri.006G241000,64.30137825,8,6.63E-11,8.17E-10,Potri.006G241000
Potri.009G080000,64.25826649,8,6.76E-11,8.33E-10,Potri.009G080000
Potri.012G134800,64.25449646,8,6.78E-11,8.34E-10,Potri.012G134800
Potri.018G043900,64.22981155,8,6.85E-11,8.43E-10,Potri.018G043900
Potri.015G094700,64.2251686,8,6.87E-11,8.44E-10,Potri.015G094700
Potri.005G181300,64.15462556,8,7.09E-11,8.71E-10,Potri.005G181300
Potri.002G049600,64.12007929,8,7.20E-11,8.85E-10,Potri.002G049600
Potri.012G095600,64.09023854,8,7.30E-11,8.97E-10,Potri.012G095600
Potri.005G229700,64.0814074,8,7.33E-11,9.00E-10,Potri.005G229700
Potri.010G221100,63.9974909,8,7.62E-11,9.34E-10,Potri.010G221100
Potri.009G078200,63.94425556,8,7.80E-11,9.57E-10,Potri.009G078200
Potri.019G098900,63.93927465,8,7.82E-11,9.59E-10,Potri.019G098900
Potri.005G060800,63.91213321,8,7.92E-11,9.70E-10,Potri.005G060800
Potri.004G144600,63.8937876,8,7.98E-11,9.78E-10,Potri.004G144600
Potri.001G101300,63.87342366,8,8.06E-11,9.86E-10,Potri.001G101300
Potri.006G045200,63.84460179,8,8.16E-11,9.99E-10,Potri.006G045200
Potri.007G026800,63.75224496,8,8.51E-11,1.04E-09,Potri.007G026800
Potri.013G027600,63.74746759,8,8.53E-11,1.04E-09,Potri.013G027600
Potri.005G086800,63.74674555,8,8.53E-11,1.04E-09,Potri.005G086800
Potri.005G020500,63.66963988,8,8.84E-11,1.08E-09,Potri.005G020500
Potri.006G261200,63.65373256,8,8.90E-11,1.09E-09,Potri.006G261200
Potri.001G409800,63.61029547,8,9.08E-11,1.11E-09,Potri.001G409800
Potri.010G225200,63.57540912,8,9.23E-11,1.13E-09,Potri.010G225200
Potri.007G056100,63.43754208,8,9.82E-11,1.20E-09,Potri.007G056100
Potri.011G118166,63.40918696,8,9.95E-11,1.21E-09,Potri.011G118166
Potri.005G024600,63.34739945,8,1.02E-10,1.25E-09,Potri.005G024600
Potri.012G086500,63.26928164,8,1.06E-10,1.29E-09,Potri.012G086500
Potri.008G100400,63.21432594,8,1.09E-10,1.32E-09,Potri.008G100400
Potri.014G112100,63.07692947,8,1.16E-10,1.41E-09,Potri.014G112100
Potri.001G241600,63.0543344,8,1.17E-10,1.42E-09,Potri.001G241600
Potri.008G185000,62.97965813,8,1.21E-10,1.47E-09,Potri.008G185000
Potri.009G016000,62.93123375,8,1.24E-10,1.50E-09,Potri.009G016000
Potri.014G140000,62.89694524,8,1.26E-10,1.53E-09,Potri.014G140000
Potri.004G163100,62.86538443,8,1.27E-10,1.55E-09,Potri.004G163100
Potri.006G111400,62.85000807,8,1.28E-10,1.56E-09,Potri.006G111400
Potri.013G126701,62.83400019,8,1.29E-10,1.57E-09,Potri.013G126701
Potri.002G010600,62.79159215,8,1.32E-10,1.60E-09,Potri.002G010600
Potri.014G112400,62.77171033,8,1.33E-10,1.61E-09,Potri.014G112400
Potri.018G141900,62.72994705,8,1.35E-10,1.64E-09,Potri.018G141900
Potri.003G197466,62.68212083,8,1.38E-10,1.68E-09,Potri.003G197466
Potri.017G059100,62.63138322,8,1.42E-10,1.71E-09,Potri.017G059100
Potri.004G162400,62.58216084,8,1.45E-10,1.75E-09,Potri.004G162400
Potri.004G157600,62.56619781,8,1.46E-10,1.76E-09,Potri.004G157600
Potri.014G104200,62.52565611,8,1.49E-10,1.80E-09,Potri.014G104200
Potri.010G092100,62.51932758,8,1.49E-10,1.80E-09,Potri.010G092100
Potri.017G101000,62.50161326,8,1.50E-10,1.81E-09,Potri.017G101000
Potri.004G036800,62.48355486,8,1.51E-10,1.83E-09,Potri.004G036800
Potri.006G087400,62.47832122,8,1.52E-10,1.83E-09,Potri.006G087400
Potri.003G030400,62.47030619,8,1.52E-10,1.84E-09,Potri.003G030400
Potri.010G083200,62.45445814,8,1.53E-10,1.85E-09,Potri.010G083200
Potri.001G342300,62.35628353,8,1.60E-10,1.93E-09,Potri.001G342300
Potri.005G122100,62.34763483,8,1.61E-10,1.94E-09,Potri.005G122100
Potri.007G031700,62.32858197,8,1.62E-10,1.96E-09,Potri.007G031700
Potri.013G090900,62.31534449,8,1.63E-10,1.97E-09,Potri.013G090900
Potri.008G224701,62.25599117,8,1.68E-10,2.02E-09,Potri.008G224701
Potri.011G063200,62.18400825,8,1.73E-10,2.09E-09,Potri.011G063200
Potri.001G121600,62.18148737,8,1.74E-10,2.09E-09,Potri.001G121600
Potri.004G032200,62.16206942,8,1.75E-10,2.11E-09,Potri.004G032200
Potri.002G036800,62.13976222,8,1.77E-10,2.13E-09,Potri.002G036800
Potri.001G066000,62.07041836,8,1.83E-10,2.19E-09,Potri.001G066000
Potri.014G060700,62.04650436,8,1.85E-10,2.22E-09,Potri.014G060700
Potri.010G162900,62.02452489,8,1.86E-10,2.24E-09,Potri.010G162900
Potri.001G116500,61.99130817,8,1.89E-10,2.27E-09,Potri.001G116500
Potri.013G078700,61.97563836,8,1.91E-10,2.29E-09,Potri.013G078700
Potri.018G016500,61.95027977,8,1.93E-10,2.31E-09,Potri.018G016500
Potri.017G128100,61.91954004,8,1.96E-10,2.34E-09,Potri.017G128100
Potri.T126306,61.91890508,8,1.96E-10,2.34E-09,Potri.T126306
Potri.006G156350,61.84062821,8,2.03E-10,2.43E-09,Potri.006G156350
Potri.005G230600,61.81894918,8,2.05E-10,2.45E-09,Potri.005G230600
Potri.015G109500,61.81440039,8,2.05E-10,2.45E-09,Potri.015G109500
Potri.005G159300,61.79605921,8,2.07E-10,2.47E-09,Potri.005G159300
Potri.004G116700,61.76111451,8,2.10E-10,2.51E-09,Potri.004G116700
Potri.005G178900,61.7536468,8,2.11E-10,2.52E-09,Potri.005G178900
Potri.005G227400,61.74805697,8,2.11E-10,2.52E-09,Potri.005G227400
Potri.007G079300,61.74695728,8,2.11E-10,2.52E-09,Potri.007G079300
Potri.006G146200,61.64829838,8,2.21E-10,2.64E-09,Potri.006G146200
Potri.009G103700,61.62837997,8,2.23E-10,2.66E-09,Potri.009G103700
Potri.014G132900,61.61031806,8,2.25E-10,2.68E-09,Potri.014G132900
Potri.002G186900,61.58845219,8,2.27E-10,2.71E-09,Potri.002G186900
Potri.014G072900,61.58133014,8,2.28E-10,2.71E-09,Potri.014G072900
Potri.012G045500,61.5532361,8,2.31E-10,2.75E-09,Potri.012G045500
Potri.014G143400,61.53593175,8,2.33E-10,2.77E-09,Potri.014G143400
Potri.006G237100,61.50568721,8,2.36E-10,2.81E-09,Potri.006G237100
Potri.003G092800,61.49443443,8,2.37E-10,2.82E-09,Potri.003G092800
Potri.003G057800,61.41110408,8,2.46E-10,2.93E-09,Potri.003G057800
Potri.002G185700,61.4061946,8,2.47E-10,2.93E-09,Potri.002G185700
Potri.016G070200,61.40596128,8,2.47E-10,2.93E-09,Potri.016G070200
Potri.004G142000,61.36068924,8,2.52E-10,2.99E-09,Potri.004G142000
Potri.017G099100,61.35520504,8,2.53E-10,3.00E-09,Potri.017G099100
Potri.009G139500,61.21367717,8,2.69E-10,3.19E-09,Potri.009G139500
Potri.004G126500,61.19316653,8,2.72E-10,3.22E-09,Potri.004G126500
Potri.004G135200,61.17460134,8,2.74E-10,3.25E-09,Potri.004G135200
Potri.002G129100,61.16817228,8,2.75E-10,3.25E-09,Potri.002G129100
Potri.010G054466,61.16746656,8,2.75E-10,3.25E-09,Potri.010G054466
Potri.004G129400,61.12712778,8,2.80E-10,3.31E-09,Potri.004G129400
Potri.001G270000,61.09986973,8,2.83E-10,3.35E-09,Potri.001G270000
Potri.001G389300,61.08454814,8,2.85E-10,3.37E-09,Potri.001G389300
Potri.002G198400,61.01894178,8,2.94E-10,3.48E-09,Potri.002G198400
Potri.009G035000,60.98536029,8,2.99E-10,3.53E-09,Potri.009G035000
Potri.018G027700,60.98013489,8,2.99E-10,3.53E-09,Potri.018G027700
Potri.001G172600,60.9618961,8,3.02E-10,3.56E-09,Potri.001G172600
Potri.007G138100,60.90995664,8,3.09E-10,3.64E-09,Potri.007G138100
Potri.005G073200,60.88603612,8,3.12E-10,3.68E-09,Potri.005G073200
Potri.015G009300,60.85177536,8,3.17E-10,3.74E-09,Potri.015G009300
Potri.006G254100,60.84973179,8,3.17E-10,3.74E-09,Potri.006G254100
Potri.012G004600,60.78737443,8,3.27E-10,3.85E-09,Potri.012G004600
Potri.001G410100,60.780872,8,3.27E-10,3.86E-09,Potri.001G410100
Potri.008G095100,60.77878617,8,3.28E-10,3.86E-09,Potri.008G095100
Potri.002G058000,60.77210104,8,3.29E-10,3.87E-09,Potri.002G058000
Potri.012G051900,60.72774856,8,3.35E-10,3.94E-09,Potri.012G051900
Potri.002G037900,60.72024416,8,3.37E-10,3.96E-09,Potri.002G037900
Potri.012G049000,60.70107633,8,3.40E-10,3.99E-09,Potri.012G049000
Potri.006G118800,60.69176898,8,3.41E-10,4.00E-09,Potri.006G118800
Potri.008G186100,60.64611864,8,3.48E-10,4.09E-09,Potri.008G186100
Potri.010G048300,60.64114332,8,3.49E-10,4.09E-09,Potri.010G048300
Potri.004G057100,60.617426,8,3.53E-10,4.14E-09,Potri.004G057100
Potri.019G013140,60.61072981,8,3.54E-10,4.15E-09,Potri.019G013140
Potri.005G103300,60.58663063,8,3.58E-10,4.19E-09,Potri.005G103300
Potri.015G084900,60.56807666,8,3.61E-10,4.22E-09,Potri.015G084900
Potri.005G007300,60.53372955,8,3.66E-10,4.29E-09,Potri.005G007300
Potri.014G036600,60.45864722,8,3.79E-10,4.43E-09,Potri.014G036600
Potri.004G034900,60.32321989,8,4.03E-10,4.71E-09,Potri.004G034900
Potri.018G101600,60.24255475,8,4.18E-10,4.89E-09,Potri.018G101600
Potri.006G199500,60.23615194,8,4.19E-10,4.90E-09,Potri.006G199500
Potri.010G211000,60.22096165,8,4.22E-10,4.93E-09,Potri.010G211000
Potri.002G232200,60.1984334,8,4.26E-10,4.98E-09,Potri.002G232200
Potri.017G071300,60.18765451,8,4.28E-10,5.00E-09,Potri.017G071300
Potri.001G166900,60.15386061,8,4.35E-10,5.08E-09,Potri.001G166900
Potri.016G025000,60.14222809,8,4.37E-10,5.10E-09,Potri.016G025000
Potri.013G128900,60.10415979,8,4.45E-10,5.19E-09,Potri.013G128900
Potri.007G105800,60.061085,8,4.53E-10,5.29E-09,Potri.007G105800
Potri.015G112900,60.00179179,8,4.66E-10,5.43E-09,Potri.015G112900
Potri.006G236600,59.99206335,8,4.68E-10,5.45E-09,Potri.006G236600
Potri.007G013300,59.99196661,8,4.68E-10,5.45E-09,Potri.007G013300
Potri.001G403400,59.98713028,8,4.69E-10,5.46E-09,Potri.001G403400
Potri.006G237500,59.96307257,8,4.74E-10,5.51E-09,Potri.006G237500
Potri.008G204800,59.94121591,8,4.79E-10,5.57E-09,Potri.008G204800
Potri.015G023200,59.88821801,8,4.90E-10,5.70E-09,Potri.015G023200
Potri.005G075700,59.86747082,8,4.95E-10,5.75E-09,Potri.005G075700
Potri.014G153000,59.82624886,8,5.04E-10,5.86E-09,Potri.014G153000
Potri.013G083300,59.75677008,8,5.20E-10,6.04E-09,Potri.013G083300
Potri.003G220866,59.74306551,8,5.23E-10,6.07E-09,Potri.003G220866
Potri.009G145700,59.74192962,8,5.24E-10,6.08E-09,Potri.009G145700
Potri.017G134900,59.71100732,8,5.31E-10,6.16E-09,Potri.017G134900
Potri.004G101500,59.7016715,8,5.33E-10,6.18E-09,Potri.004G101500
Potri.005G148800,59.55790644,8,5.69E-10,6.59E-09,Potri.005G148800
Potri.002G098700,59.55255891,8,5.70E-10,6.61E-09,Potri.002G098700
Potri.009G141300,59.5357209,8,5.75E-10,6.65E-09,Potri.009G141300
Potri.008G067500,59.50217321,8,5.84E-10,6.75E-09,Potri.008G067500
Potri.006G186600,59.48113097,8,5.89E-10,6.81E-09,Potri.006G186600
Potri.001G094100,59.46285232,8,5.94E-10,6.87E-09,Potri.001G094100
Potri.008G127300,59.45204455,8,5.97E-10,6.90E-09,Potri.008G127300
Potri.010G200000,59.43539656,8,6.01E-10,6.95E-09,Potri.010G200000
Potri.007G145000,59.41243629,8,6.08E-10,7.02E-09,Potri.007G145000
Potri.006G184700,59.38068473,8,6.16E-10,7.12E-09,Potri.006G184700
Potri.015G106466,59.33987057,8,6.28E-10,7.25E-09,Potri.015G106466
Potri.014G164700,59.29384581,8,6.41E-10,7.39E-09,Potri.014G164700
Potri.011G066000,59.28716946,8,6.43E-10,7.41E-09,Potri.011G066000
Potri.007G000300,59.27227847,8,6.47E-10,7.46E-09,Potri.007G000300
Potri.006G131400,59.21735407,8,6.64E-10,7.64E-09,Potri.006G131400
Potri.006G004000,59.19854805,8,6.69E-10,7.71E-09,Potri.006G004000
Potri.015G098400,59.19190791,8,6.71E-10,7.73E-09,Potri.015G098400
Potri.008G083400,59.18034211,8,6.75E-10,7.76E-09,Potri.008G083400
Potri.003G146300,59.15167615,8,6.84E-10,7.86E-09,Potri.003G146300
Potri.016G048000,59.145549,8,6.85E-10,7.88E-09,Potri.016G048000
Potri.018G118800,59.13991766,8,6.87E-10,7.90E-09,Potri.018G118800
Potri.015G025800,59.12096547,8,6.93E-10,7.96E-09,Potri.015G025800
Potri.007G017100,59.10701401,8,6.97E-10,8.01E-09,Potri.007G017100
Potri.007G096100,59.08867475,8,7.03E-10,8.07E-09,Potri.007G096100
Potri.010G138300,59.08155044,8,7.06E-10,8.09E-09,Potri.010G138300
Potri.012G048700,58.94104134,8,7.52E-10,8.62E-09,Potri.012G048700
Potri.011G049500,58.91984078,8,7.59E-10,8.70E-09,Potri.011G049500
Potri.007G052700,58.83135685,8,7.90E-10,9.05E-09,Potri.007G052700
Potri.014G005000,58.7630052,8,8.15E-10,9.33E-09,Potri.014G005000
Potri.008G195800,58.74438229,8,8.21E-10,9.40E-09,Potri.008G195800
Potri.005G021700,58.74124729,8,8.23E-10,9.41E-09,Potri.005G021700
Potri.010G062700,58.72382881,8,8.29E-10,9.48E-09,Potri.010G062700
Potri.008G178000,58.71785097,8,8.31E-10,9.51E-09,Potri.008G178000
Potri.006G044600,58.68294411,8,8.44E-10,9.65E-09,Potri.006G044600
Potri.011G022300,58.65464511,8,8.55E-10,9.77E-09,Potri.011G022300
Potri.011G009600,58.63980136,8,8.61E-10,9.83E-09,Potri.011G009600
Potri.002G096900,58.6323267,8,8.64E-10,9.86E-09,Potri.002G096900
Potri.010G019600,58.62781594,8,8.66E-10,9.88E-09,Potri.010G019600
Potri.008G068100,58.62473924,8,8.67E-10,9.89E-09,Potri.008G068100
Potri.017G080300,58.5880146,8,8.81E-10,1.01E-08,Potri.017G080300
Potri.011G163700,58.56707194,8,8.90E-10,1.01E-08,Potri.011G163700
Potri.014G068400,58.55220166,8,8.96E-10,1.02E-08,Potri.014G068400
Potri.003G079800,58.49467849,8,9.19E-10,1.05E-08,Potri.003G079800
Potri.008G182200,58.47609398,8,9.27E-10,1.06E-08,Potri.008G182200
Potri.014G159500,58.47014455,8,9.29E-10,1.06E-08,Potri.014G159500
Potri.012G119800,58.44424236,8,9.40E-10,1.07E-08,Potri.012G119800
Potri.004G235400,58.41000429,8,9.55E-10,1.09E-08,Potri.004G235400
Potri.003G080700,58.38507238,8,9.66E-10,1.10E-08,Potri.003G080700
Potri.015G074400,58.38027492,8,9.68E-10,1.10E-08,Potri.015G074400
Potri.008G005000,58.36140029,8,9.76E-10,1.11E-08,Potri.008G005000
Potri.012G091500,58.35604875,8,9.78E-10,1.11E-08,Potri.012G091500
Potri.004G189900,58.32148802,8,9.94E-10,1.13E-08,Potri.004G189900
Potri.015G013400,58.3011686,8,1.00E-09,1.14E-08,Potri.015G013400
Potri.003G180500,58.27122429,8,1.02E-09,1.15E-08,Potri.003G180500
Potri.003G166900,58.25518731,8,1.02E-09,1.16E-08,Potri.003G166900
Potri.001G078900,58.24949775,8,1.03E-09,1.16E-08,Potri.001G078900
Potri.009G029300,58.23239455,8,1.03E-09,1.17E-08,Potri.009G029300
Potri.011G166700,58.19512159,8,1.05E-09,1.19E-08,Potri.011G166700
Potri.015G109300,58.19120383,8,1.05E-09,1.19E-08,Potri.015G109300
