,waldStat_2,df_2,pvalue_2,fdr_2,gene_id
Potri.001G371900,29668.87908,8,0,0,Potri.001G371900
Potri.006G123500,3004.450011,8,0,0,Potri.006G123500
Potri.002G257900,2518.987392,8,0,0,Potri.002G257900
Potri.001G068100,2348.927962,8,0,0,Potri.001G068100
Potri.009G092300,2082.572962,8,0,0,Potri.009G092300
Potri.011G069600,2023.043218,8,0,0,Potri.011G069600
Potri.009G027300,1959.27995,8,0,0,Potri.009G027300
Potri.018G103900,1952.715646,8,0,0,Potri.018G103900
Potri.002G033000,1823.470142,8,0,0,Potri.002G033000
Potri.002G008800,1794.592732,8,0,0,Potri.002G008800
Potri.001G416300,1719.576076,8,0,0,Potri.001G416300
Potri.019G038268,1655.879355,8,0,0,Potri.019G038268
Potri.003G070200,1644.222099,8,0,0,Potri.003G070200
Potri.010G132500,1596.862988,8,0,0,Potri.010G132500
Potri.005G233600,1585.035329,8,0,0,Potri.005G233600
Potri.009G006500,1535.924612,8,0,0,Potri.009G006500
Potri.001G235500,1521.561559,8,0,0,Potri.001G235500
Potri.006G181900,1508.967626,8,0,0,Potri.006G181900
Potri.009G009500,1501.330848,8,0,0,Potri.009G009500
Potri.015G012500,1471.507968,8,0,0,Potri.015G012500
Potri.005G061600,1442.342865,8,0,0,Potri.005G061600
Potri.014G108300,1438.193789,8,0,0,Potri.014G108300
Potri.013G157900,1402.054932,8,0,0,Potri.013G157900
Potri.005G129500,1375.479531,8,0,0,Potri.005G129500
Potri.011G068300,1371.43023,8,0,0,Potri.011G068300
Potri.002G034400,1368.165304,8,0,0,Potri.002G034400
Potri.008G201600,1345.777512,8,0,0,Potri.008G201600
Potri.004G211900,1330.691533,8,0,0,Potri.004G211900
Potri.010G187600,1326.892883,8,0,0,Potri.010G187600
Potri.002G101200,1321.368403,8,0,0,Potri.002G101200
Potri.002G049400,1306.697025,8,0,0,Potri.002G049400
Potri.019G014405,1258.833847,8,0,0,Potri.019G014405
Potri.013G083800,1244.458025,8,0,0,Potri.013G083800
Potri.009G011100,1221.405419,8,0,0,Potri.009G011100
Potri.016G051900,1218.281454,8,0,0,Potri.016G051900
Potri.001G087701,1216.240845,8,0,0,Potri.001G087701
Potri.014G092300,1205.426665,8,0,0,Potri.014G092300
Potri.004G007600,1192.774185,8,0,0,Potri.004G007600
Potri.016G112000,1187.20805,8,0,0,Potri.016G112000
Potri.002G029100,1168.479935,8,0,0,Potri.002G029100
Potri.009G061100,1165.201662,8,0,0,Potri.009G061100
Potri.006G021600,1163.931383,8,0,0,Potri.006G021600
Potri.015G034700,1135.414813,8,0,0,Potri.015G034700
Potri.014G096200,1112.859731,8,0,0,Potri.014G096200
Potri.019G055800,1094.941293,8,0,0,Potri.019G055800
Potri.006G224800,1090.949939,8,0,0,Potri.006G224800
Potri.016G064600,1087.548188,8,0,0,Potri.016G064600
Potri.001G416800,1087.192827,8,0,0,Potri.001G416800
Potri.008G197000,1078.265355,8,0,0,Potri.008G197000
Potri.008G006500,1076.970642,8,0,0,Potri.008G006500
Potri.008G112300,1074.887828,8,0,0,Potri.008G112300
Potri.001G063309,1067.733694,8,0,0,Potri.001G063309
Potri.004G196500,1066.516697,8,0,0,Potri.004G196500
Potri.010G069000,1062.623891,8,0,0,Potri.010G069000
Potri.008G006000,1052.605397,8,0,0,Potri.008G006000
Potri.001G055100,1048.584947,8,0,0,Potri.001G055100
Potri.008G182700,1047.82022,8,0,0,Potri.008G182700
Potri.008G151700,1040.426264,8,0,0,Potri.008G151700
Potri.014G032300,1038.548705,8,0,0,Potri.014G032300
Potri.015G143600,1027.896438,8,0,0,Potri.015G143600
Potri.006G033500,1018.851785,8,0,0,Potri.006G033500
Potri.001G403600,1011.948418,8,0,0,Potri.001G403600
Potri.007G038300,1011.546555,8,0,0,Potri.007G038300
Potri.001G050100,1008.481974,8,0,0,Potri.001G050100
Potri.006G056300,1002.839841,8,0,0,Potri.006G056300
Potri.014G029900,1001.631394,8,0,0,Potri.014G029900
Potri.008G069700,999.2849352,8,0,0,Potri.008G069700
Potri.006G178200,995.5463536,8,0,0,Potri.006G178200
Potri.018G006000,969.9316412,8,0,0,Potri.018G006000
Potri.002G257700,968.412371,8,0,0,Potri.002G257700
Potri.002G119300,961.3129344,8,0,0,Potri.002G119300
Potri.018G099800,956.4443324,8,0,0,Potri.018G099800
Potri.008G100300,951.1126171,8,0,0,Potri.008G100300
Potri.006G139500,940.6425246,8,0,0,Potri.006G139500
Potri.007G107200,934.3391693,8,0,0,Potri.007G107200
Potri.006G035400,927.0638369,8,0,0,Potri.006G035400
Potri.003G083600,922.0736474,8,0,0,Potri.003G083600
Potri.010G076200,914.8873099,8,0,0,Potri.010G076200
Potri.010G004400,912.6582786,8,0,0,Potri.010G004400
Potri.001G112200,908.6757845,8,0,0,Potri.001G112200
Potri.006G136700,904.706356,8,0,0,Potri.006G136700
Potri.009G140600,902.1597754,8,0,0,Potri.009G140600
Potri.005G257900,894.2973945,8,0,0,Potri.005G257900
Potri.006G278700,894.1056105,8,0,0,Potri.006G278700
Potri.006G076200,884.2717355,8,0,0,Potri.006G076200
Potri.001G099400,878.8302619,8,0,0,Potri.001G099400
Potri.012G080000,866.0542025,8,0,0,Potri.012G080000
Potri.019G049201,864.5954767,8,0,0,Potri.019G049201
Potri.004G135300,858.4739101,8,0,0,Potri.004G135300
Potri.013G066200,857.7794503,8,0,0,Potri.013G066200
Potri.005G205700,847.6410913,8,0,0,Potri.005G205700
Potri.008G038900,847.2338435,8,0,0,Potri.008G038900
Potri.009G074300,845.9974478,8,0,0,Potri.009G074300
Potri.006G052600,841.6535109,8,0,0,Potri.006G052600
Potri.015G069000,837.9700461,8,0,0,Potri.015G069000
Potri.007G043900,833.6829646,8,0,0,Potri.007G043900
Potri.008G026400,832.6648786,8,0,0,Potri.008G026400
Potri.005G137500,829.5302118,8,0,0,Potri.005G137500
Potri.011G165100,825.1753684,8,0,0,Potri.011G165100
Potri.006G016200,824.0500452,8,0,0,Potri.006G016200
Potri.007G039100,821.6412099,8,0,0,Potri.007G039100
Potri.002G025200,818.0506912,8,0,0,Potri.002G025200
Potri.001G280200,811.2323583,8,0,0,Potri.001G280200
Potri.016G032400,809.6044955,8,0,0,Potri.016G032400
Potri.007G039000,809.4419495,8,0,0,Potri.007G039000
Potri.012G142300,806.6558932,8,0,0,Potri.012G142300
Potri.001G467600,786.7462909,8,0,0,Potri.001G467600
Potri.003G138100,786.7459283,8,0,0,Potri.003G138100
Potri.008G012400,783.4256378,8,0,0,Potri.008G012400
Potri.011G153700,776.9233019,8,0,0,Potri.011G153700
Potri.002G189200,774.0202641,8,0,0,Potri.002G189200
Potri.011G129100,773.8658213,8,0,0,Potri.011G129100
Potri.009G010400,770.4774577,8,0,0,Potri.009G010400
Potri.018G108200,768.4719148,8,0,0,Potri.018G108200
Potri.006G275000,766.5617956,8,0,0,Potri.006G275000
Potri.007G135300,764.5574874,8,0,0,Potri.007G135300
Potri.005G141300,758.7413511,8,0,0,Potri.005G141300
Potri.014G076300,758.0081433,8,0,0,Potri.014G076300
Potri.005G199600,747.575345,8,0,0,Potri.005G199600
Potri.014G091800,745.1405858,8,0,0,Potri.014G091800
Potri.002G146400,743.4186449,8,0,0,Potri.002G146400
Potri.019G034800,738.9649283,8,0,0,Potri.019G034800
Potri.015G069200,735.7507505,8,0,0,Potri.015G069200
Potri.007G014400,734.9547533,8,0,0,Potri.007G014400
Potri.008G069400,734.2655906,8,0,0,Potri.008G069400
Potri.003G155200,731.1416692,8,0,0,Potri.003G155200
Potri.007G100100,729.7512,8,0,0,Potri.007G100100
Potri.010G041100,724.9666135,8,0,0,Potri.010G041100
Potri.014G024700,722.7960861,8,0,0,Potri.014G024700
Potri.019G072800,722.7322323,8,0,0,Potri.019G072800
Potri.002G099200,716.0679713,8,0,0,Potri.002G099200
Potri.012G127700,714.6775801,8,0,0,Potri.012G127700
Potri.016G020000,712.9847574,8,0,0,Potri.016G020000
Potri.017G143215,709.446318,8,0,0,Potri.017G143215
Potri.001G410600,708.7704767,8,0,0,Potri.001G410600
Potri.014G115500,703.3473112,8,0,0,Potri.014G115500
Potri.001G358200,701.2704852,8,0,0,Potri.001G358200
Potri.001G037400,701.0715424,8,0,0,Potri.001G037400
Potri.002G154100,700.239317,8,0,0,Potri.002G154100
Potri.002G192500,696.6153634,8,0,0,Potri.002G192500
Potri.001G472800,695.4899516,8,0,0,Potri.001G472800
Potri.011G079400,687.6021084,8,0,0,Potri.011G079400
Potri.010G001600,687.0310209,8,0,0,Potri.010G001600
Potri.002G085100,677.8885598,8,0,0,Potri.002G085100
Potri.002G063700,675.2841945,8,0,0,Potri.002G063700
Potri.008G030200,674.3621704,8,0,0,Potri.008G030200
Potri.006G152700,672.6336928,8,0,0,Potri.006G152700
Potri.010G188100,672.370163,8,0,0,Potri.010G188100
Potri.016G134600,664.2057065,8,0,0,Potri.016G134600
Potri.002G112100,661.8439591,8,0,0,Potri.002G112100
Potri.013G153400,661.4452169,8,0,0,Potri.013G153400
Potri.005G003300,657.6787107,8,0,0,Potri.005G003300
Potri.002G123500,656.6237578,8,0,0,Potri.002G123500
Potri.007G046700,653.5182184,8,0,0,Potri.007G046700
Potri.001G158000,651.8316289,8,0,0,Potri.001G158000
Potri.008G029800,651.6866014,8,0,0,Potri.008G029800
Potri.014G103600,651.6393889,8,0,0,Potri.014G103600
Potri.006G129200,647.9118429,8,0,0,Potri.006G129200
Potri.005G232700,647.416686,8,0,0,Potri.005G232700
Potri.010G221600,641.132507,8,0,0,Potri.010G221600
Potri.002G185300,640.4314685,8,0,0,Potri.002G185300
Potri.010G148500,638.9387605,8,0,0,Potri.010G148500
Potri.011G134200,638.4742676,8,0,0,Potri.011G134200
Potri.002G260800,636.2069263,8,0,0,Potri.002G260800
Potri.001G297200,631.7501429,8,0,0,Potri.001G297200
Potri.008G032700,631.7116992,8,0,0,Potri.008G032700
Potri.010G105900,628.8832124,8,0,0,Potri.010G105900
Potri.010G042200,627.0877714,8,0,0,Potri.010G042200
Potri.011G165200,626.4741849,8,0,0,Potri.011G165200
Potri.008G099300,626.2724048,8,0,0,Potri.008G099300
Potri.003G214200,625.8746767,8,0,0,Potri.003G214200
Potri.016G006200,621.9432366,8,0,0,Potri.016G006200
Potri.002G240900,619.8730219,8,0,0,Potri.002G240900
Potri.001G032500,617.8413794,8,0,0,Potri.001G032500
Potri.015G033600,616.7100785,8,0,0,Potri.015G033600
Potri.014G081700,616.6492935,8,0,0,Potri.014G081700
Potri.001G320400,615.9470502,8,0,0,Potri.001G320400
Potri.006G096900,614.7467515,8,0,0,Potri.006G096900
Potri.004G118600,612.644229,8,0,0,Potri.004G118600
Potri.005G113600,610.4704396,8,0,0,Potri.005G113600
Potri.015G104700,606.6173987,8,0,0,Potri.015G104700
Potri.015G042800,606.3232644,8,0,0,Potri.015G042800
Potri.001G077600,593.8770211,8,0,0,Potri.001G077600
Potri.005G208500,593.4316562,8,0,0,Potri.005G208500
Potri.003G133300,592.715126,8,0,0,Potri.003G133300
Potri.002G233400,588.9848811,8,0,0,Potri.002G233400
Potri.018G120800,587.7405053,8,0,0,Potri.018G120800
Potri.005G053800,587.0397142,8,0,0,Potri.005G053800
Potri.018G139300,585.1740247,8,0,0,Potri.018G139300
Potri.008G152200,584.6592544,8,0,0,Potri.008G152200
Potri.016G024700,581.7330885,8,0,0,Potri.016G024700
Potri.001G301900,575.2375128,8,0,0,Potri.001G301900
Potri.001G126100,575.1774486,8,0,0,Potri.001G126100
Potri.005G205800,574.236345,8,0,0,Potri.005G205800
Potri.013G150500,570.6007764,8,0,0,Potri.013G150500
Potri.013G031400,570.1554396,8,0,0,Potri.013G031400
Potri.015G135500,569.7379296,8,0,0,Potri.015G135500
Potri.002G036200,568.7255082,8,0,0,Potri.002G036200
Potri.014G036500,568.588901,8,0,0,Potri.014G036500
Potri.014G076800,567.2918921,8,0,0,Potri.014G076800
Potri.001G332300,567.2101042,8,0,0,Potri.001G332300
Potri.002G222700,567.0335058,8,0,0,Potri.002G222700
Potri.010G117500,565.9406638,8,0,0,Potri.010G117500
Potri.015G029400,565.2072849,8,0,0,Potri.015G029400
Potri.008G069000,563.0540091,8,0,0,Potri.008G069000
Potri.017G133600,562.8420259,8,0,0,Potri.017G133600
Potri.008G094800,561.0745126,8,0,0,Potri.008G094800
Potri.010G231200,560.7831138,8,0,0,Potri.010G231200
Potri.012G034400,559.528739,8,0,0,Potri.012G034400
Potri.008G091700,558.8006157,8,0,0,Potri.008G091700
Potri.011G122900,556.6749134,8,0,0,Potri.011G122900
Potri.018G018400,556.5730133,8,0,0,Potri.018G018400
Potri.011G096500,555.206871,8,0,0,Potri.011G096500
Potri.007G052000,555.177581,8,0,0,Potri.007G052000
Potri.009G011000,552.8908542,8,0,0,Potri.009G011000
Potri.013G041000,552.0529892,8,0,0,Potri.013G041000
Potri.010G223300,550.4660542,8,0,0,Potri.010G223300
Potri.007G007400,548.5433303,8,0,0,Potri.007G007400
Potri.002G201000,545.0087336,8,0,0,Potri.002G201000
Potri.001G409500,543.9286945,8,0,0,Potri.001G409500
Potri.002G072200,542.8747825,8,0,0,Potri.002G072200
Potri.001G077160,542.8622799,8,0,0,Potri.001G077160
Potri.013G081700,540.691685,8,0,0,Potri.013G081700
Potri.006G167700,536.285209,8,0,0,Potri.006G167700
Potri.017G119900,532.3625681,8,0,0,Potri.017G119900
Potri.003G045300,531.5682174,8,0,0,Potri.003G045300
Potri.017G059300,530.4301108,8,0,0,Potri.017G059300
Potri.014G017500,530.3290904,8,0,0,Potri.014G017500
Potri.003G000800,530.0815017,8,0,0,Potri.003G000800
Potri.011G132600,530.0267683,8,0,0,Potri.011G132600
Potri.004G033500,528.0086861,8,0,0,Potri.004G033500
Potri.012G088300,526.2212765,8,0,0,Potri.012G088300
Potri.003G164200,525.141293,8,0,0,Potri.003G164200
Potri.013G114200,524.3286536,8,0,0,Potri.013G114200
Potri.004G126800,522.1099383,8,0,0,Potri.004G126800
Potri.006G005600,521.0066746,8,0,0,Potri.006G005600
Potri.006G097100,518.689625,8,0,0,Potri.006G097100
Potri.008G020900,515.5833359,8,0,0,Potri.008G020900
Potri.014G171500,514.0729483,8,0,0,Potri.014G171500
Potri.014G126100,513.0129388,8,0,0,Potri.014G126100
Potri.017G082300,512.7623802,8,0,0,Potri.017G082300
Potri.010G163200,511.3882187,8,0,0,Potri.010G163200
Potri.002G236200,510.4795946,8,0,0,Potri.002G236200
Potri.010G244900,509.6345731,8,0,0,Potri.010G244900
Potri.009G053900,509.6111121,8,0,0,Potri.009G053900
Potri.004G068500,506.1402116,8,0,0,Potri.004G068500
Potri.004G009600,504.3903579,8,0,0,Potri.004G009600
Potri.001G373100,503.9175875,8,0,0,Potri.001G373100
Potri.015G142000,501.7815661,8,0,0,Potri.015G142000
Potri.008G186500,501.3387767,8,0,0,Potri.008G186500
Potri.011G152400,500.9057212,8,0,0,Potri.011G152400
Potri.016G001000,500.3450254,8,0,0,Potri.016G001000
Potri.007G110500,499.1136701,8,0,0,Potri.007G110500
Potri.011G067400,499.0785809,8,0,0,Potri.011G067400
Potri.004G224200,498.0563316,8,0,0,Potri.004G224200
Potri.006G192000,495.312432,8,0,0,Potri.006G192000
Potri.018G017701,494.1272155,8,0,0,Potri.018G017701
Potri.003G118000,490.7893452,8,0,0,Potri.003G118000
Potri.009G075400,490.3368961,8,0,0,Potri.009G075400
Potri.008G156600,489.566454,8,0,0,Potri.008G156600
Potri.001G012200,487.3052848,8,0,0,Potri.001G012200
Potri.007G034500,486.9504256,8,0,0,Potri.007G034500
Potri.008G073700,485.8623063,8,0,0,Potri.008G073700
Potri.001G239300,484.3802557,8,0,0,Potri.001G239300
Potri.001G292900,483.3848443,8,0,0,Potri.001G292900
Potri.008G221400,483.08347,8,0,0,Potri.008G221400
Potri.018G091600,482.5359129,8,0,0,Potri.018G091600
Potri.018G062700,482.3598158,8,0,0,Potri.018G062700
Potri.001G415600,481.3934973,8,0,0,Potri.001G415600
Potri.003G161900,479.8678227,8,0,0,Potri.003G161900
Potri.003G101600,479.4474485,8,0,0,Potri.003G101600
Potri.009G013300,479.1176493,8,0,0,Potri.009G013300
Potri.012G142200,478.7160804,8,0,0,Potri.012G142200
Potri.012G145800,477.6137324,8,0,0,Potri.012G145800
Potri.007G107300,477.1539959,8,0,0,Potri.007G107300
Potri.001G449100,474.7934324,8,0,0,Potri.001G449100
Potri.018G104400,474.5302438,8,0,0,Potri.018G104400
Potri.008G055900,473.4898867,8,0,0,Potri.008G055900
Potri.014G039600,469.3457934,8,0,0,Potri.014G039600
Potri.006G018000,466.0082903,8,0,0,Potri.006G018000
Potri.014G075100,465.8831328,8,0,0,Potri.014G075100
Potri.001G340000,465.8525675,8,0,0,Potri.001G340000
Potri.007G056400,463.2021767,8,0,0,Potri.007G056400
Potri.006G003000,463.0464991,8,0,0,Potri.006G003000
Potri.011G094800,460.1008488,8,0,0,Potri.011G094800
Potri.003G003300,459.7463399,8,0,0,Potri.003G003300
Potri.002G127800,459.2980813,8,0,0,Potri.002G127800
Potri.013G156200,458.408459,8,0,0,Potri.013G156200
Potri.014G147000,456.6396025,8,0,0,Potri.014G147000
Potri.014G043300,456.3488907,8,0,0,Potri.014G043300
Potri.005G182800,456.2775687,8,0,0,Potri.005G182800
Potri.008G018400,454.2907361,8,0,0,Potri.008G018400
Potri.012G007500,454.2342185,8,0,0,Potri.012G007500
Potri.016G109700,453.6803924,8,0,0,Potri.016G109700
Potri.017G144181,453.6512733,8,0,0,Potri.017G144181
Potri.009G091600,452.2745815,8,0,0,Potri.009G091600
Potri.002G223300,449.9634357,8,0,0,Potri.002G223300
Potri.012G091400,448.150012,8,0,0,Potri.012G091400
Potri.004G053000,448.0148395,8,0,0,Potri.004G053000
Potri.007G011900,445.1527565,8,0,0,Potri.007G011900
Potri.016G004401,444.7311623,8,0,0,Potri.016G004401
Potri.008G126800,440.601857,8,0,0,Potri.008G126800
Potri.005G162800,440.345483,8,0,0,Potri.005G162800
Potri.013G102200,439.4643276,8,0,0,Potri.013G102200
Potri.004G135200,438.7665566,8,0,0,Potri.004G135200
Potri.006G062200,438.0222696,8,0,0,Potri.006G062200
Potri.006G045500,436.6440922,8,0,0,Potri.006G045500
Potri.008G128800,435.6888532,8,0,0,Potri.008G128800
Potri.007G011200,435.631116,8,0,0,Potri.007G011200
Potri.003G114100,435.5225447,8,0,0,Potri.003G114100
Potri.004G048301,435.0405631,8,0,0,Potri.004G048301
Potri.002G104400,432.7510431,8,0,0,Potri.002G104400
Potri.006G144500,432.5370275,8,0,0,Potri.006G144500
Potri.006G009000,429.6547654,8,0,0,Potri.006G009000
Potri.011G146900,429.2003893,8,0,0,Potri.011G146900
Potri.019G084100,428.535065,8,0,0,Potri.019G084100
Potri.006G138500,427.9851495,8,0,0,Potri.006G138500
Potri.010G084300,427.5717672,8,0,0,Potri.010G084300
Potri.015G106000,427.3518995,8,0,0,Potri.015G106000
Potri.010G121800,427.2044202,8,0,0,Potri.010G121800
Potri.004G148300,426.502212,8,0,0,Potri.004G148300
Potri.008G117100,426.1181373,8,0,0,Potri.008G117100
Potri.019G035000,424.0777071,8,0,0,Potri.019G035000
Potri.012G128300,421.1093435,8,0,0,Potri.012G128300
Potri.006G067000,420.2929221,8,0,0,Potri.006G067000
Potri.017G026200,419.5423233,8,0,0,Potri.017G026200
Potri.010G224300,419.0490663,8,0,0,Potri.010G224300
Potri.007G043800,417.84424,8,0,0,Potri.007G043800
Potri.010G157600,417.6461787,8,0,0,Potri.010G157600
Potri.001G300900,416.293781,8,0,0,Potri.001G300900
Potri.005G082800,415.6042697,8,0,0,Potri.005G082800
Potri.016G136500,414.1901586,8,0,0,Potri.016G136500
Potri.002G104300,409.842969,8,0,0,Potri.002G104300
Potri.014G161700,409.6097652,8,0,0,Potri.014G161700
Potri.010G112200,409.3958493,8,0,0,Potri.010G112200
Potri.009G085100,409.326932,8,0,0,Potri.009G085100
Potri.015G057800,408.7607722,8,0,0,Potri.015G057800
Potri.011G087500,408.7571367,8,0,0,Potri.011G087500
Potri.004G079200,408.7129004,8,0,0,Potri.004G079200
Potri.008G023800,408.2644679,8,0,0,Potri.008G023800
Potri.008G092700,407.4331329,8,0,0,Potri.008G092700
Potri.004G086100,407.2998894,8,0,0,Potri.004G086100
Potri.016G071500,406.8268664,8,0,0,Potri.016G071500
Potri.006G040400,406.4881837,8,0,0,Potri.006G040400
Potri.006G097000,405.5340318,8,0,0,Potri.006G097000
Potri.001G115600,404.965638,8,0,0,Potri.001G115600
Potri.006G104800,404.3729602,8,0,0,Potri.006G104800
Potri.008G116400,403.8959686,8,0,0,Potri.008G116400
Potri.015G096700,403.2675251,8,0,0,Potri.015G096700
Potri.019G116400,403.1254084,8,0,0,Potri.019G116400
Potri.010G003300,403.0701685,8,0,0,Potri.010G003300
Potri.007G000900,402.6867124,8,0,0,Potri.007G000900
Potri.010G124000,401.9279462,8,0,0,Potri.010G124000
Potri.002G223100,400.9536476,8,0,0,Potri.002G223100
Potri.001G376700,400.1426715,8,0,0,Potri.001G376700
Potri.012G085000,398.0519888,8,0,0,Potri.012G085000
Potri.008G110300,397.3704082,8,0,0,Potri.008G110300
Potri.007G040800,395.4770921,8,0,0,Potri.007G040800
Potri.011G057500,393.8191415,8,0,0,Potri.011G057500
Potri.016G043600,393.6607696,8,0,0,Potri.016G043600
Potri.008G069100,393.0568663,8,0,0,Potri.008G069100
Potri.010G113100,392.4577141,8,0,0,Potri.010G113100
Potri.007G057200,391.6865996,8,0,0,Potri.007G057200
Potri.002G092400,390.1322339,8,0,0,Potri.002G092400
Potri.001G061600,389.3983463,8,0,0,Potri.001G061600
Potri.008G067500,388.9256449,8,0,0,Potri.008G067500
Potri.001G465800,388.7099602,8,0,0,Potri.001G465800
Potri.003G192800,388.4653452,8,0,0,Potri.003G192800
Potri.007G032800,387.5458604,8,0,0,Potri.007G032800
Potri.013G036300,387.3552689,8,0,0,Potri.013G036300
Potri.014G162900,387.0769555,8,0,0,Potri.014G162900
Potri.009G060600,385.8831191,8,0,0,Potri.009G060600
Potri.016G024600,384.3350573,8,0,0,Potri.016G024600
Potri.004G234100,384.1699669,8,0,0,Potri.004G234100
Potri.006G194900,383.0086465,8,0,0,Potri.006G194900
Potri.001G455000,382.8121736,8,0,0,Potri.001G455000
Potri.003G180300,382.5903229,8,0,0,Potri.003G180300
Potri.016G084800,381.6664903,8,0,0,Potri.016G084800
Potri.001G361600,381.2984409,8,0,0,Potri.001G361600
Potri.012G073900,379.9534974,8,0,0,Potri.012G073900
Potri.006G143800,379.9530376,8,0,0,Potri.006G143800
Potri.016G041600,379.6940715,8,0,0,Potri.016G041600
Potri.011G066100,379.6935248,8,0,0,Potri.011G066100
Potri.001G141500,379.5847628,8,0,0,Potri.001G141500
Potri.018G021900,379.4187678,8,0,0,Potri.018G021900
Potri.016G051500,379.3695423,8,0,0,Potri.016G051500
Potri.006G049300,378.4476813,8,0,0,Potri.006G049300
Potri.009G033300,378.2583336,8,0,0,Potri.009G033300
Potri.014G088100,378.2558848,8,0,0,Potri.014G088100
Potri.012G067800,377.5803935,8,0,0,Potri.012G067800
Potri.007G088700,375.7781088,8,0,0,Potri.007G088700
Potri.005G207000,375.2270253,8,0,0,Potri.005G207000
Potri.008G038450,375.1005602,8,0,0,Potri.008G038450
Potri.002G248900,374.5561913,8,0,0,Potri.002G248900
Potri.007G085700,373.5309609,8,0,0,Potri.007G085700
Potri.006G112500,373.2090025,8,0,0,Potri.006G112500
Potri.016G115300,373.0967779,8,0,0,Potri.016G115300
Potri.014G099000,372.7359695,8,0,0,Potri.014G099000
Potri.009G164300,372.2018333,8,0,0,Potri.009G164300
Potri.016G033100,372.0506533,8,0,0,Potri.016G033100
Potri.003G113100,370.6981421,8,0,0,Potri.003G113100
Potri.009G143100,370.6274719,8,0,0,Potri.009G143100
Potri.016G104400,370.5484948,8,0,0,Potri.016G104400
Potri.003G136000,370.5453133,8,0,0,Potri.003G136000
Potri.011G053600,370.2296811,8,0,0,Potri.011G053600
Potri.005G078700,369.3051494,8,0,0,Potri.005G078700
Potri.002G108100,369.1345634,8,0,0,Potri.002G108100
Potri.012G078700,368.3930851,8,0,0,Potri.012G078700
Potri.016G083900,367.9800376,8,0,0,Potri.016G083900
Potri.018G095200,367.4567993,8,0,0,Potri.018G095200
Potri.014G091300,366.6053002,8,0,0,Potri.014G091300
Potri.019G125000,364.564045,8,0,0,Potri.019G125000
Potri.017G152800,364.4981178,8,0,0,Potri.017G152800
Potri.004G087600,364.3430612,8,0,0,Potri.004G087600
Potri.006G204600,364.2890839,8,0,0,Potri.006G204600
Potri.012G071900,363.9882185,8,0,0,Potri.012G071900
Potri.011G033100,363.7839653,8,0,0,Potri.011G033100
Potri.003G166400,363.4533772,8,0,0,Potri.003G166400
Potri.016G043100,363.4450443,8,0,0,Potri.016G043100
Potri.015G105000,361.5705902,8,0,0,Potri.015G105000
Potri.014G039466,361.0039941,8,0,0,Potri.014G039466
Potri.001G009600,359.7627156,8,0,0,Potri.001G009600
Potri.009G064300,359.6513544,8,0,0,Potri.009G064300
Potri.008G100000,359.0672789,8,0,0,Potri.008G100000
Potri.002G150000,357.842378,8,0,0,Potri.002G150000
Potri.006G129800,357.5868547,8,0,0,Potri.006G129800
Potri.017G057900,357.4448246,8,0,0,Potri.017G057900
Potri.017G138100,356.5723477,8,0,0,Potri.017G138100
Potri.016G137000,355.5155129,8,0,0,Potri.016G137000
Potri.014G139900,355.0206477,8,0,0,Potri.014G139900
Potri.019G074400,354.4238415,8,0,0,Potri.019G074400
Potri.009G141400,353.9978592,8,0,0,Potri.009G141400
Potri.001G233400,353.9828301,8,0,0,Potri.001G233400
Potri.017G057400,353.9105889,8,0,0,Potri.017G057400
Potri.004G159300,353.886796,8,0,0,Potri.004G159300
Potri.002G069400,353.7561745,8,0,0,Potri.002G069400
Potri.007G054100,352.9553645,8,0,0,Potri.007G054100
Potri.011G028400,351.9546896,8,0,0,Potri.011G028400
Potri.009G045000,351.6857334,8,0,0,Potri.009G045000
Potri.003G072800,351.5594043,8,0,0,Potri.003G072800
Potri.005G184500,350.5809671,8,0,0,Potri.005G184500
Potri.005G192100,350.1633258,8,0,0,Potri.005G192100
Potri.016G111000,349.9013652,8,0,0,Potri.016G111000
Potri.001G297466,349.432165,8,0,0,Potri.001G297466
Potri.016G115900,349.3135724,8,0,0,Potri.016G115900
Potri.014G087200,349.0821367,8,0,0,Potri.014G087200
Potri.006G036400,348.2674177,8,0,0,Potri.006G036400
Potri.009G075300,348.068361,8,0,0,Potri.009G075300
Potri.018G024400,347.8657774,8,0,0,Potri.018G024400
Potri.005G237900,347.6325459,8,0,0,Potri.005G237900
Potri.009G090700,347.1013796,8,0,0,Potri.009G090700
Potri.019G128100,346.6182325,8,0,0,Potri.019G128100
Potri.012G101400,346.2506461,8,0,0,Potri.012G101400
Potri.001G296500,346.0785487,8,0,0,Potri.001G296500
Potri.001G025100,345.943056,8,0,0,Potri.001G025100
Potri.001G131400,345.8630608,8,0,0,Potri.001G131400
Potri.001G345300,344.9824582,8,0,0,Potri.001G345300
Potri.005G232600,344.7366227,8,0,0,Potri.005G232600
Potri.006G230800,344.573587,8,0,0,Potri.006G230800
Potri.006G226500,344.538912,8,0,0,Potri.006G226500
Potri.010G043800,344.5114668,8,0,0,Potri.010G043800
Potri.005G194200,344.4345122,8,0,0,Potri.005G194200
Potri.003G142600,343.2657508,8,0,0,Potri.003G142600
Potri.001G372300,342.1673551,8,0,0,Potri.001G372300
Potri.001G145200,341.8565699,8,0,0,Potri.001G145200
Potri.004G173200,341.4933886,8,0,0,Potri.004G173200
Potri.002G024500,341.4289615,8,0,0,Potri.002G024500
