,waldStat_2,df_2,pvalue_2,fdr_2,gene_id
Potri.017G045200,65.91954833,8,3.17E-11,3.12E-10,Potri.017G045200
Potri.011G088100,65.91541011,8,3.18E-11,3.13E-10,Potri.011G088100
Potri.001G310500,65.88681793,8,3.22E-11,3.17E-10,Potri.001G310500
Potri.010G122800,65.84857113,8,3.28E-11,3.22E-10,Potri.010G122800
Potri.006G072500,65.83354984,8,3.30E-11,3.24E-10,Potri.006G072500
Potri.018G135702,65.82248532,8,3.32E-11,3.26E-10,Potri.018G135702
Potri.018G035400,65.81910939,8,3.32E-11,3.26E-10,Potri.018G035400
Potri.006G241800,65.7702386,8,3.40E-11,3.33E-10,Potri.006G241800
Potri.005G162400,65.72913866,8,3.46E-11,3.40E-10,Potri.005G162400
Potri.010G221100,65.71119588,8,3.49E-11,3.42E-10,Potri.010G221100
Potri.001G368100,65.70335186,8,3.50E-11,3.43E-10,Potri.001G368100
Potri.010G178800,65.62950731,8,3.62E-11,3.55E-10,Potri.010G178800
Potri.001G369400,65.60584351,8,3.66E-11,3.59E-10,Potri.001G369400
Potri.010G004200,65.60282917,8,3.67E-11,3.59E-10,Potri.010G004200
Potri.018G074400,65.60249979,8,3.67E-11,3.59E-10,Potri.018G074400
Potri.018G036900,65.59403056,8,3.68E-11,3.60E-10,Potri.018G036900
Potri.010G067200,65.5855756,8,3.70E-11,3.62E-10,Potri.010G067200
Potri.009G161500,65.56589409,8,3.73E-11,3.65E-10,Potri.009G161500
Potri.001G236700,65.562006,8,3.74E-11,3.65E-10,Potri.001G236700
Potri.005G071300,65.44334888,8,3.94E-11,3.85E-10,Potri.005G071300
Potri.015G013400,65.44126664,8,3.95E-11,3.86E-10,Potri.015G013400
Potri.009G009300,65.43995526,8,3.95E-11,3.86E-10,Potri.009G009300
Potri.001G318800,65.42540182,8,3.98E-11,3.88E-10,Potri.001G318800
Potri.001G082400,65.42503469,8,3.98E-11,3.88E-10,Potri.001G082400
Potri.005G209800,65.34016344,8,4.13E-11,4.03E-10,Potri.005G209800
Potri.005G074700,65.29531371,8,4.22E-11,4.11E-10,Potri.005G074700
Potri.018G054900,65.27263205,8,4.26E-11,4.16E-10,Potri.018G054900
Potri.002G071900,65.24934861,8,4.31E-11,4.20E-10,Potri.002G071900
Potri.006G018500,65.24409072,8,4.32E-11,4.21E-10,Potri.006G018500
Potri.002G208100,65.21926142,8,4.37E-11,4.25E-10,Potri.002G208100
Potri.011G152700,65.17897305,8,4.45E-11,4.33E-10,Potri.011G152700
Potri.007G013300,65.16210495,8,4.48E-11,4.36E-10,Potri.007G013300
Potri.006G193900,65.14417725,8,4.52E-11,4.40E-10,Potri.006G193900
Potri.018G053800,65.13775328,8,4.53E-11,4.41E-10,Potri.018G053800
Potri.003G173900,65.12660293,8,4.56E-11,4.43E-10,Potri.003G173900
Potri.007G121800,65.11031818,8,4.59E-11,4.46E-10,Potri.007G121800
Potri.015G026900,65.09679451,8,4.62E-11,4.49E-10,Potri.015G026900
Potri.004G235200,65.09609416,8,4.62E-11,4.49E-10,Potri.004G235200
Potri.006G240600,64.97255794,8,4.89E-11,4.74E-10,Potri.006G240600
Potri.010G112500,64.97042854,8,4.89E-11,4.75E-10,Potri.010G112500
Potri.001G350801,64.94176765,8,4.96E-11,4.81E-10,Potri.001G350801
Potri.012G072600,64.93751359,8,4.97E-11,4.82E-10,Potri.012G072600
Potri.003G147700,64.92933613,8,4.98E-11,4.83E-10,Potri.003G147700
Potri.002G056800,64.92915879,8,4.98E-11,4.83E-10,Potri.002G056800
Potri.001G409800,64.91150929,8,5.02E-11,4.87E-10,Potri.001G409800
Potri.014G110600,64.90669992,8,5.04E-11,4.88E-10,Potri.014G110600
Potri.010G027800,64.87726586,8,5.10E-11,4.94E-10,Potri.010G027800
Potri.006G276600,64.73836135,8,5.44E-11,5.26E-10,Potri.006G276600
Potri.015G064600,64.70144178,8,5.53E-11,5.35E-10,Potri.015G064600
Potri.018G084900,64.66228885,8,5.63E-11,5.44E-10,Potri.018G084900
Potri.007G005400,64.59169808,8,5.81E-11,5.62E-10,Potri.007G005400
Potri.008G151300,64.57876291,8,5.85E-11,5.65E-10,Potri.008G151300
Potri.003G115800,64.55596512,8,5.91E-11,5.71E-10,Potri.003G115800
Potri.010G130800,64.53979615,8,5.95E-11,5.75E-10,Potri.010G130800
Potri.015G071900,64.52000334,8,6.00E-11,5.80E-10,Potri.015G071900
Potri.010G185800,64.47121466,8,6.14E-11,5.93E-10,Potri.010G185800
Potri.013G033000,64.39624979,8,6.35E-11,6.13E-10,Potri.013G033000
Potri.005G256700,64.3144034,8,6.59E-11,6.36E-10,Potri.005G256700
Potri.012G111800,64.27135119,8,6.72E-11,6.48E-10,Potri.012G111800
Potri.003G020700,64.25803675,8,6.76E-11,6.52E-10,Potri.003G020700
Potri.008G207000,64.24645191,8,6.80E-11,6.55E-10,Potri.008G207000
Potri.001G399600,64.2058538,8,6.93E-11,6.67E-10,Potri.001G399600
Potri.006G183600,64.1845296,8,6.99E-11,6.74E-10,Potri.006G183600
Potri.005G256100,64.14361093,8,7.13E-11,6.86E-10,Potri.005G256100
Potri.001G104000,64.09670631,8,7.28E-11,7.00E-10,Potri.001G104000
Potri.014G198000,64.07302334,8,7.36E-11,7.08E-10,Potri.014G198000
Potri.009G072966,64.07122534,8,7.36E-11,7.08E-10,Potri.009G072966
Potri.011G043600,64.05131294,8,7.43E-11,7.14E-10,Potri.011G043600
Potri.006G166400,64.00945455,8,7.57E-11,7.28E-10,Potri.006G166400
Potri.004G078800,63.92379813,8,7.87E-11,7.56E-10,Potri.004G078800
Potri.008G027400,63.88788753,8,8.00E-11,7.69E-10,Potri.008G027400
Potri.018G103800,63.84031137,8,8.18E-11,7.85E-10,Potri.018G103800
Potri.010G184500,63.83781096,8,8.19E-11,7.86E-10,Potri.010G184500
Potri.008G168800,63.77474609,8,8.43E-11,8.08E-10,Potri.008G168800
Potri.004G211700,63.76491339,8,8.46E-11,8.12E-10,Potri.004G211700
Potri.006G165800,63.73007427,8,8.60E-11,8.24E-10,Potri.006G165800
Potri.017G130800,63.72697632,8,8.61E-11,8.25E-10,Potri.017G130800
Potri.010G115000,63.70141461,8,8.71E-11,8.34E-10,Potri.010G115000
Potri.007G031600,63.7007104,8,8.71E-11,8.34E-10,Potri.007G031600
Potri.008G096400,63.70068246,8,8.72E-11,8.34E-10,Potri.008G096400
Potri.004G163100,63.61053299,8,9.08E-11,8.69E-10,Potri.004G163100
Potri.008G192800,63.572249,8,9.24E-11,8.84E-10,Potri.008G192800
Potri.008G077300,63.56319885,8,9.28E-11,8.87E-10,Potri.008G077300
Potri.013G025200,63.54743074,8,9.34E-11,8.93E-10,Potri.013G025200
Potri.018G036500,63.52402976,8,9.44E-11,9.03E-10,Potri.018G036500
Potri.019G089900,63.48985647,8,9.59E-11,9.16E-10,Potri.019G089900
Potri.002G187000,63.47839321,8,9.64E-11,9.21E-10,Potri.002G187000
Potri.013G155800,63.46556484,8,9.70E-11,9.26E-10,Potri.013G155800
Potri.003G155400,63.41853552,8,9.91E-11,9.46E-10,Potri.003G155400
Potri.001G054700,63.3959925,8,1.00E-10,9.55E-10,Potri.001G054700
Potri.001G055900,63.35781568,8,1.02E-10,9.71E-10,Potri.001G055900
Potri.014G020500,63.30760811,8,1.04E-10,9.93E-10,Potri.014G020500
Potri.001G443932,63.27528394,8,1.06E-10,1.01E-09,Potri.001G443932
Potri.002G083300,63.21226965,8,1.09E-10,1.04E-09,Potri.002G083300
Potri.017G055900,63.19688667,8,1.10E-10,1.04E-09,Potri.017G055900
Potri.002G248600,63.12622226,8,1.13E-10,1.08E-09,Potri.002G248600
Potri.015G125950,63.12500351,8,1.13E-10,1.08E-09,Potri.015G125950
Potri.002G260100,63.12069695,8,1.13E-10,1.08E-09,Potri.002G260100
Potri.018G058300,63.0757343,8,1.16E-10,1.10E-09,Potri.018G058300
Potri.006G181501,63.07277322,8,1.16E-10,1.10E-09,Potri.006G181501
Potri.003G085800,62.99251948,8,1.20E-10,1.14E-09,Potri.003G085800
Potri.005G045600,62.985024,8,1.21E-10,1.15E-09,Potri.005G045600
Potri.019G070651,62.96667481,8,1.22E-10,1.16E-09,Potri.019G070651
Potri.008G052500,62.93712354,8,1.23E-10,1.17E-09,Potri.008G052500
Potri.008G054600,62.87826938,8,1.27E-10,1.20E-09,Potri.008G054600
Potri.002G064800,62.8415705,8,1.29E-10,1.22E-09,Potri.002G064800
Potri.005G166400,62.81346461,8,1.30E-10,1.24E-09,Potri.005G166400
Potri.006G253100,62.76002372,8,1.34E-10,1.27E-09,Potri.006G253100
Potri.002G246800,62.74825593,8,1.34E-10,1.27E-09,Potri.002G246800
Potri.002G260900,62.61969166,8,1.42E-10,1.35E-09,Potri.002G260900
Potri.014G074200,62.6164563,8,1.43E-10,1.35E-09,Potri.014G074200
Potri.016G093500,62.60862789,8,1.43E-10,1.36E-09,Potri.016G093500
Potri.004G166600,62.60673039,8,1.43E-10,1.36E-09,Potri.004G166600
Potri.019G064100,62.57009714,8,1.46E-10,1.38E-09,Potri.019G064100
Potri.002G205400,62.55331036,8,1.47E-10,1.39E-09,Potri.002G205400
Potri.018G026700,62.50450437,8,1.50E-10,1.42E-09,Potri.018G026700
Potri.004G121500,62.49529317,8,1.51E-10,1.42E-09,Potri.004G121500
Potri.004G028000,62.44551848,8,1.54E-10,1.46E-09,Potri.004G028000
Potri.016G118800,62.42252456,8,1.56E-10,1.47E-09,Potri.016G118800
Potri.004G059500,62.40810962,8,1.57E-10,1.48E-09,Potri.004G059500
Potri.005G210200,62.3892319,8,1.58E-10,1.49E-09,Potri.005G210200
Potri.003G087600,62.3661185,8,1.60E-10,1.51E-09,Potri.003G087600
Potri.004G232301,62.36593266,8,1.60E-10,1.51E-09,Potri.004G232301
Potri.018G039300,62.31705711,8,1.63E-10,1.54E-09,Potri.018G039300
Potri.002G204900,62.29960718,8,1.65E-10,1.55E-09,Potri.002G204900
Potri.018G091700,62.29045605,8,1.65E-10,1.56E-09,Potri.018G091700
Potri.001G468800,62.27977017,8,1.66E-10,1.57E-09,Potri.001G468800
Potri.003G079700,62.22725482,8,1.70E-10,1.60E-09,Potri.003G079700
Potri.001G150700,62.22395702,8,1.70E-10,1.60E-09,Potri.001G150700
Potri.005G139300,62.20590154,8,1.72E-10,1.62E-09,Potri.005G139300
Potri.014G035500,62.18801166,8,1.73E-10,1.63E-09,Potri.014G035500
Potri.009G074800,62.1778947,8,1.74E-10,1.64E-09,Potri.009G074800
Potri.014G150000,62.16622208,8,1.75E-10,1.64E-09,Potri.014G150000
Potri.010G014500,62.12194143,8,1.78E-10,1.68E-09,Potri.010G014500
Potri.007G046600,62.11686495,8,1.79E-10,1.68E-09,Potri.007G046600
Potri.010G086700,62.10435522,8,1.80E-10,1.69E-09,Potri.010G086700
Potri.008G028800,62.09780064,8,1.80E-10,1.69E-09,Potri.008G028800
Potri.017G100800,62.090076,8,1.81E-10,1.70E-09,Potri.017G100800
Potri.005G252600,62.02496809,8,1.86E-10,1.75E-09,Potri.005G252600
Potri.009G142900,62.00085393,8,1.88E-10,1.77E-09,Potri.009G142900
Potri.010G172900,61.99620727,8,1.89E-10,1.77E-09,Potri.010G172900
Potri.014G131000,61.98838717,8,1.90E-10,1.78E-09,Potri.014G131000
Potri.006G070700,61.98633872,8,1.90E-10,1.78E-09,Potri.006G070700
Potri.004G014450,61.94192252,8,1.94E-10,1.81E-09,Potri.004G014450
Potri.008G057400,61.92427469,8,1.95E-10,1.83E-09,Potri.008G057400
Potri.019G037300,61.91796803,8,1.96E-10,1.83E-09,Potri.019G037300
Potri.002G186900,61.88842449,8,1.98E-10,1.86E-09,Potri.002G186900
Potri.009G105700,61.87521061,8,2.00E-10,1.87E-09,Potri.009G105700
Potri.004G134700,61.86181072,8,2.01E-10,1.88E-09,Potri.004G134700
Potri.010G146700,61.84264705,8,2.03E-10,1.89E-09,Potri.010G146700
Potri.012G106900,61.83373023,8,2.03E-10,1.90E-09,Potri.012G106900
Potri.017G070600,61.81165419,8,2.05E-10,1.92E-09,Potri.017G070600
Potri.004G211300,61.79677476,8,2.07E-10,1.93E-09,Potri.004G211300
Potri.016G065600,61.73862072,8,2.12E-10,1.98E-09,Potri.016G065600
Potri.014G082300,61.72926784,8,2.13E-10,1.99E-09,Potri.014G082300
Potri.014G162800,61.72135417,8,2.14E-10,2.00E-09,Potri.014G162800
Potri.010G148400,61.63559006,8,2.22E-10,2.08E-09,Potri.010G148400
Potri.003G146400,61.62187141,8,2.24E-10,2.09E-09,Potri.003G146400
Potri.008G107300,61.5957056,8,2.26E-10,2.11E-09,Potri.008G107300
Potri.005G250100,61.58107507,8,2.28E-10,2.13E-09,Potri.005G250100
Potri.014G106000,61.51188401,8,2.35E-10,2.19E-09,Potri.014G106000
Potri.015G137500,61.49469871,8,2.37E-10,2.21E-09,Potri.015G137500
Potri.015G048000,61.47626631,8,2.39E-10,2.23E-09,Potri.015G048000
Potri.006G103900,61.47589734,8,2.39E-10,2.23E-09,Potri.006G103900
Potri.011G134900,61.4465052,8,2.42E-10,2.25E-09,Potri.011G134900
Potri.018G141600,61.42021919,8,2.45E-10,2.28E-09,Potri.018G141600
Potri.009G159900,61.40022924,8,2.47E-10,2.30E-09,Potri.009G159900
Potri.009G150200,61.38145485,8,2.50E-10,2.32E-09,Potri.009G150200
Potri.018G081400,61.36189593,8,2.52E-10,2.34E-09,Potri.018G081400
Potri.005G142732,61.32796541,8,2.56E-10,2.38E-09,Potri.005G142732
Potri.017G087300,61.29141927,8,2.60E-10,2.41E-09,Potri.017G087300
Potri.003G010200,61.26791912,8,2.63E-10,2.44E-09,Potri.003G010200
Potri.006G217000,61.24070416,8,2.66E-10,2.47E-09,Potri.006G217000
Potri.013G070001,61.23577983,8,2.67E-10,2.47E-09,Potri.013G070001
Potri.001G190400,61.20223718,8,2.71E-10,2.51E-09,Potri.001G190400
Potri.013G106800,61.13171505,8,2.79E-10,2.59E-09,Potri.013G106800
Potri.010G110200,61.12587801,8,2.80E-10,2.60E-09,Potri.010G110200
Potri.003G096800,61.09608644,8,2.84E-10,2.63E-09,Potri.003G096800
Potri.010G187700,61.09228095,8,2.84E-10,2.64E-09,Potri.010G187700
Potri.014G083700,61.08549903,8,2.85E-10,2.64E-09,Potri.014G083700
Potri.002G070000,61.06619099,8,2.88E-10,2.66E-09,Potri.002G070000
Potri.009G133100,61.04146461,8,2.91E-10,2.69E-09,Potri.009G133100
Potri.013G027500,61.03747367,8,2.92E-10,2.70E-09,Potri.013G027500
Potri.002G082100,61.02809234,8,2.93E-10,2.71E-09,Potri.002G082100
Potri.018G039200,61.00663237,8,2.96E-10,2.73E-09,Potri.018G039200
Potri.006G276900,60.89210006,8,3.11E-10,2.88E-09,Potri.006G276900
Potri.001G344100,60.88931869,8,3.12E-10,2.88E-09,Potri.001G344100
Potri.001G016700,60.82578131,8,3.21E-10,2.96E-09,Potri.001G016700
Potri.012G063500,60.79322116,8,3.26E-10,3.01E-09,Potri.012G063500
Potri.012G106200,60.78635617,8,3.27E-10,3.02E-09,Potri.012G106200
Potri.008G059400,60.74188664,8,3.33E-10,3.08E-09,Potri.008G059400
Potri.001G285600,60.70937188,8,3.38E-10,3.12E-09,Potri.001G285600
Potri.007G057600,60.69632565,8,3.40E-10,3.14E-09,Potri.007G057600
Potri.015G031200,60.6835086,8,3.42E-10,3.15E-09,Potri.015G031200
Potri.010G125400,60.67548466,8,3.43E-10,3.17E-09,Potri.010G125400
Potri.010G010480,60.66733117,8,3.45E-10,3.18E-09,Potri.010G010480
Potri.003G081000,60.65625641,8,3.46E-10,3.19E-09,Potri.003G081000
Potri.004G179628,60.62828737,8,3.51E-10,3.23E-09,Potri.004G179628
Potri.003G143300,60.62428763,8,3.52E-10,3.24E-09,Potri.003G143300
Potri.002G036000,60.60132957,8,3.55E-10,3.27E-09,Potri.002G036000
Potri.015G039200,60.58255525,8,3.58E-10,3.29E-09,Potri.015G039200
Potri.013G160000,60.5687147,8,3.60E-10,3.31E-09,Potri.013G160000
Potri.014G045100,60.51846444,8,3.69E-10,3.39E-09,Potri.014G045100
Potri.002G232500,60.49443335,8,3.73E-10,3.43E-09,Potri.002G232500
Potri.005G254100,60.43701474,8,3.83E-10,3.51E-09,Potri.005G254100
Potri.004G035500,60.38069459,8,3.92E-10,3.60E-09,Potri.004G035500
Potri.004G041200,60.31676215,8,4.04E-10,3.71E-09,Potri.004G041200
Potri.010G057400,60.29256731,8,4.08E-10,3.75E-09,Potri.010G057400
Potri.001G143500,60.26541156,8,4.13E-10,3.79E-09,Potri.001G143500
Potri.005G057400,60.26161443,8,4.14E-10,3.80E-09,Potri.005G057400
Potri.008G130400,60.25143264,8,4.16E-10,3.81E-09,Potri.008G130400
Potri.016G090400,60.23270191,8,4.20E-10,3.85E-09,Potri.016G090400
Potri.008G084400,60.22446543,8,4.21E-10,3.86E-09,Potri.008G084400
Potri.006G237700,60.17606053,8,4.30E-10,3.94E-09,Potri.006G237700
Potri.008G187300,60.17193861,8,4.31E-10,3.95E-09,Potri.008G187300
Potri.004G071100,60.15920826,8,4.34E-10,3.97E-09,Potri.004G071100
Potri.001G198000,60.12907627,8,4.40E-10,4.02E-09,Potri.001G198000
Potri.015G075200,60.1053432,8,4.44E-10,4.07E-09,Potri.015G075200
Potri.005G110500,60.10003875,8,4.46E-10,4.07E-09,Potri.005G110500
Potri.015G072501,60.09418475,8,4.47E-10,4.08E-09,Potri.015G072501
Potri.005G047600,60.05036069,8,4.56E-10,4.16E-09,Potri.005G047600
Potri.011G136300,60.00020758,8,4.66E-10,4.26E-09,Potri.011G136300
Potri.004G189800,59.98107986,8,4.70E-10,4.29E-09,Potri.004G189800
Potri.005G260100,59.9711473,8,4.72E-10,4.31E-09,Potri.005G260100
Potri.004G138600,59.96201747,8,4.74E-10,4.33E-09,Potri.004G138600
Potri.016G034950,59.94004652,8,4.79E-10,4.37E-09,Potri.016G034950
Potri.001G097801,59.92387097,8,4.82E-10,4.40E-09,Potri.001G097801
Potri.016G008400,59.92364773,8,4.82E-10,4.40E-09,Potri.016G008400
Potri.005G039900,59.90449577,8,4.87E-10,4.43E-09,Potri.005G039900
Potri.001G300800,59.90439193,8,4.87E-10,4.43E-09,Potri.001G300800
Potri.009G037000,59.87597219,8,4.93E-10,4.49E-09,Potri.009G037000
Potri.001G291800,59.86675289,8,4.95E-10,4.51E-09,Potri.001G291800
Potri.016G066500,59.82955171,8,5.03E-10,4.58E-09,Potri.016G066500
Potri.007G088800,59.8132337,8,5.07E-10,4.61E-09,Potri.007G088800
Potri.008G119600,59.80388952,8,5.09E-10,4.63E-09,Potri.008G119600
Potri.004G032200,59.76722207,8,5.18E-10,4.71E-09,Potri.004G032200
Potri.004G217700,59.76410748,8,5.19E-10,4.71E-09,Potri.004G217700
Potri.002G122700,59.75268091,8,5.21E-10,4.74E-09,Potri.002G122700
Potri.010G048200,59.74660363,8,5.23E-10,4.75E-09,Potri.010G048200
Potri.012G014000,59.74061769,8,5.24E-10,4.76E-09,Potri.012G014000
Potri.018G060300,59.73588374,8,5.25E-10,4.77E-09,Potri.018G060300
Potri.013G105300,59.72972405,8,5.27E-10,4.78E-09,Potri.013G105300
Potri.009G062100,59.72149266,8,5.29E-10,4.80E-09,Potri.009G062100
Potri.019G069866,59.71102592,8,5.31E-10,4.82E-09,Potri.019G069866
Potri.009G144100,59.69689806,8,5.34E-10,4.85E-09,Potri.009G144100
Potri.003G220800,59.68595289,8,5.37E-10,4.87E-09,Potri.003G220800
Potri.002G072100,59.68286603,8,5.38E-10,4.87E-09,Potri.002G072100
Potri.003G223200,59.65364347,8,5.45E-10,4.94E-09,Potri.003G223200
Potri.011G011600,59.61807494,8,5.54E-10,5.02E-09,Potri.011G011600
Potri.003G062600,59.59536737,8,5.60E-10,5.07E-09,Potri.003G062600
Potri.018G136900,59.56645636,8,5.67E-10,5.13E-09,Potri.018G136900
Potri.006G228200,59.56090068,8,5.68E-10,5.14E-09,Potri.006G228200
Potri.001G253000,59.55973988,8,5.69E-10,5.14E-09,Potri.001G253000
Potri.015G027300,59.51434068,8,5.80E-10,5.25E-09,Potri.015G027300
Potri.015G056100,59.42430647,8,6.04E-10,5.46E-09,Potri.015G056100
Potri.005G209400,59.42176738,8,6.05E-10,5.47E-09,Potri.005G209400
Potri.003G111600,59.41415697,8,6.07E-10,5.49E-09,Potri.003G111600
Potri.017G094900,59.3801532,8,6.17E-10,5.57E-09,Potri.017G094900
Potri.008G133700,59.31117173,8,6.36E-10,5.74E-09,Potri.008G133700
Potri.001G182300,59.30467776,8,6.38E-10,5.76E-09,Potri.001G182300
Potri.010G120800,59.30227243,8,6.39E-10,5.76E-09,Potri.010G120800
Potri.004G155000,59.2771162,8,6.46E-10,5.83E-09,Potri.004G155000
Potri.014G047400,59.24278194,8,6.56E-10,5.91E-09,Potri.014G047400
Potri.008G131700,59.23572815,8,6.58E-10,5.93E-09,Potri.008G131700
Potri.018G035500,59.20702134,8,6.67E-10,6.01E-09,Potri.018G035500
Potri.003G142100,59.10126989,8,6.99E-10,6.30E-09,Potri.003G142100
Potri.006G212100,59.10019449,8,7.00E-10,6.30E-09,Potri.006G212100
Potri.005G071500,59.09680799,8,7.01E-10,6.31E-09,Potri.005G071500
Potri.001G118000,59.01827882,8,7.26E-10,6.53E-09,Potri.001G118000
Potri.004G075100,59.00035223,8,7.32E-10,6.58E-09,Potri.004G075100
Potri.004G162200,58.99509294,8,7.34E-10,6.60E-09,Potri.004G162200
Potri.006G119600,58.93894935,8,7.52E-10,6.76E-09,Potri.006G119600
Potri.006G038700,58.91420314,8,7.61E-10,6.84E-09,Potri.006G038700
Potri.001G315950,58.86112874,8,7.79E-10,7.00E-09,Potri.001G315950
Potri.004G129900,58.83653272,8,7.88E-10,7.08E-09,Potri.004G129900
Potri.013G069700,58.76478423,8,8.14E-10,7.31E-09,Potri.013G069700
Potri.012G067700,58.76026948,8,8.16E-10,7.32E-09,Potri.012G067700
Potri.012G070500,58.73957995,8,8.23E-10,7.39E-09,Potri.012G070500
Potri.009G014400,58.70271849,8,8.37E-10,7.51E-09,Potri.009G014400
Potri.003G185901,58.67686865,8,8.47E-10,7.59E-09,Potri.003G185901
Potri.014G140200,58.63642823,8,8.62E-10,7.73E-09,Potri.014G140200
Potri.008G062800,58.59762291,8,8.78E-10,7.86E-09,Potri.008G062800
Potri.002G221600,58.57750614,8,8.86E-10,7.93E-09,Potri.002G221600
Potri.005G117200,58.56150539,8,8.92E-10,7.99E-09,Potri.005G117200
Potri.008G008000,58.54557137,8,8.98E-10,8.04E-09,Potri.008G008000
Potri.002G049800,58.51184306,8,9.12E-10,8.16E-09,Potri.002G049800
Potri.017G142800,58.47788099,8,9.26E-10,8.29E-09,Potri.017G142800
Potri.001G178800,58.40444827,8,9.57E-10,8.56E-09,Potri.001G178800
Potri.009G090000,58.40348924,8,9.58E-10,8.56E-09,Potri.009G090000
Potri.001G265300,58.40246982,8,9.58E-10,8.56E-09,Potri.001G265300
Potri.001G287400,58.39574257,8,9.61E-10,8.59E-09,Potri.001G287400
Potri.001G141400,58.39358943,8,9.62E-10,8.59E-09,Potri.001G141400
Potri.016G128300,58.39221446,8,9.63E-10,8.60E-09,Potri.016G128300
Potri.014G117500,58.39147519,8,9.63E-10,8.60E-09,Potri.014G117500
Potri.014G166900,58.36681714,8,9.74E-10,8.69E-09,Potri.014G166900
Potri.014G138100,58.34326049,8,9.84E-10,8.78E-09,Potri.014G138100
Potri.005G177200,58.32414194,8,9.93E-10,8.85E-09,Potri.005G177200
Potri.001G142000,58.30553948,8,1.00E-09,8.92E-09,Potri.001G142000
Potri.002G224100,58.24398989,8,1.03E-09,9.17E-09,Potri.002G224100
Potri.002G097200,58.22301785,8,1.04E-09,9.26E-09,Potri.002G097200
Potri.001G353100,58.19068331,8,1.05E-09,9.39E-09,Potri.001G353100
Potri.007G095300,58.09781857,8,1.10E-09,9.79E-09,Potri.007G095300
Potri.004G099500,58.07347803,8,1.11E-09,9.89E-09,Potri.004G099500
Potri.004G091200,58.05536587,8,1.12E-09,9.97E-09,Potri.004G091200
Potri.002G180100,58.051792,8,1.12E-09,9.98E-09,Potri.002G180100
Potri.009G030200,58.05007768,8,1.12E-09,9.99E-09,Potri.009G030200
Potri.004G213300,57.94526519,8,1.18E-09,1.05E-08,Potri.004G213300
Potri.012G004500,57.94418859,8,1.18E-09,1.05E-08,Potri.012G004500
Potri.008G070400,57.87000932,8,1.22E-09,1.08E-08,Potri.008G070400
Potri.016G065300,57.79655532,8,1.26E-09,1.12E-08,Potri.016G065300
Potri.002G133100,57.79136436,8,1.26E-09,1.12E-08,Potri.002G133100
Potri.006G235301,57.78526356,8,1.27E-09,1.12E-08,Potri.006G235301
Potri.002G112600,57.72464031,8,1.30E-09,1.15E-08,Potri.002G112600
Potri.005G030000,57.71892576,8,1.30E-09,1.16E-08,Potri.005G030000
Potri.004G208400,57.67838666,8,1.33E-09,1.18E-08,Potri.004G208400
Potri.001G402600,57.6751016,8,1.33E-09,1.18E-08,Potri.001G402600
Potri.016G141900,57.66488183,8,1.34E-09,1.18E-08,Potri.016G141900
Potri.015G071400,57.61157179,8,1.37E-09,1.21E-08,Potri.015G071400
Potri.003G171800,57.60419098,8,1.37E-09,1.22E-08,Potri.003G171800
Potri.004G084000,57.59851949,8,1.38E-09,1.22E-08,Potri.004G084000
Potri.010G236100,57.57766633,8,1.39E-09,1.23E-08,Potri.010G236100
Potri.008G140000,57.54598537,8,1.41E-09,1.25E-08,Potri.008G140000
Potri.002G194250,57.53434006,8,1.42E-09,1.25E-08,Potri.002G194250
Potri.002G190900,57.53382035,8,1.42E-09,1.25E-08,Potri.002G190900
Potri.007G003100,57.50174232,8,1.44E-09,1.27E-08,Potri.007G003100
Potri.018G112000,57.45956978,8,1.46E-09,1.29E-08,Potri.018G112000
Potri.010G177900,57.45632651,8,1.47E-09,1.30E-08,Potri.010G177900
Potri.010G138900,57.39115947,8,1.51E-09,1.33E-08,Potri.010G138900
Potri.001G423300,57.32676285,8,1.55E-09,1.37E-08,Potri.001G423300
Potri.003G079800,57.3222974,8,1.56E-09,1.38E-08,Potri.003G079800
Potri.006G201900,57.29744691,8,1.58E-09,1.39E-08,Potri.006G201900
Potri.005G206000,57.26348835,8,1.60E-09,1.41E-08,Potri.005G206000
Potri.015G039900,57.25982456,8,1.60E-09,1.41E-08,Potri.015G039900
Potri.004G054200,57.22235469,8,1.63E-09,1.44E-08,Potri.004G054200
Potri.001G252100,57.21603015,8,1.63E-09,1.44E-08,Potri.001G252100
Potri.006G059500,57.18494279,8,1.66E-09,1.46E-08,Potri.006G059500
Potri.014G145400,57.16565121,8,1.67E-09,1.47E-08,Potri.014G145400
Potri.008G166300,57.14839871,8,1.68E-09,1.48E-08,Potri.008G166300
Potri.005G117300,57.05698775,8,1.76E-09,1.55E-08,Potri.005G117300
Potri.015G093600,57.04951642,8,1.76E-09,1.55E-08,Potri.015G093600
Potri.006G110500,57.03038549,8,1.78E-09,1.56E-08,Potri.006G110500
Potri.001G401300,57.01514889,8,1.79E-09,1.57E-08,Potri.001G401300
Potri.014G158700,56.89619092,8,1.89E-09,1.66E-08,Potri.014G158700
Potri.011G153800,56.84359256,8,1.93E-09,1.70E-08,Potri.011G153800
Potri.004G007900,56.83950379,8,1.94E-09,1.70E-08,Potri.004G007900
Potri.001G253500,56.81602351,8,1.96E-09,1.72E-08,Potri.001G253500
Potri.011G049600,56.81099375,8,1.96E-09,1.72E-08,Potri.011G049600
Potri.005G211600,56.79381199,8,1.98E-09,1.73E-08,Potri.005G211600
Potri.013G036400,56.78701465,8,1.98E-09,1.74E-08,Potri.013G036400
