,waldStat,df,pvalue,logFC1_2,FDR
Potri.010G140100,0.212249288,1,0.645010119,-0.214757406,0.902988175
Potri.017G055800,0.212179439,1,0.645064519,-0.284638894,0.902988175
Potri.017G042100,0.212129456,1,0.645103454,-7.90924167,0.902988175
Potri.005G044100,0.212126724,1,0.645105582,0.618425492,0.902988175
Potri.004G202200,0.211878499,1,0.645299023,-16.56108708,0.903214242
Potri.T008049,0.211831039,1,0.645336024,-6.668803057,0.903221331
Potri.006G032500,0.21174246,1,0.645405097,-0.211099981,0.903273305
Potri.010G074700,0.21161489,1,0.645504604,-0.158770045,0.903367866
Potri.001G241300,0.21150427,1,0.645590919,-0.602936679,0.903433066
Potri.003G052400,0.211473312,1,0.64561508,0.26607337,0.903433066
Potri.011G135800,0.211370769,1,0.645695125,0.072070346,0.903500372
Potri.002G133500,0.211293526,1,0.645755436,-0.32823769,0.90354006
Potri.016G046600,0.211140823,1,0.645874704,-0.133238139,0.903630322
Potri.005G079800,0.211083406,1,0.645919563,0.664469582,0.903630322
Potri.014G050600,0.211068082,1,0.645931538,-1.00428482,0.903630322
Potri.005G064200,0.211029952,1,0.645961333,0.215346521,0.903630322
Potri.010G161800,0.210937448,1,0.646033632,-0.840221004,0.903630322
Potri.008G166700,0.210906562,1,0.646057776,-20.24662101,0.903630322
Potri.007G099900,0.210902353,1,0.646061066,0.129397949,0.903630322
Potri.014G098800,0.210883825,1,0.646075552,2.048504067,0.903630322
Potri.015G048100,0.210705561,1,0.646214954,-0.144246706,0.903704442
Potri.005G110600,0.210686152,1,0.646230136,-0.101348085,0.903704442
Potri.015G020450,0.210660185,1,0.646250449,1218.40855,0.903704442
Potri.001G068300,0.210621405,1,0.646280789,0.141173789,0.903704442
Potri.017G117175,0.210611789,1,0.646288312,-1.318766162,0.903704442
Potri.006G181501,0.21051901,1,0.646360913,-0.145399417,0.903761277
Potri.007G026900,0.210463262,1,0.646404546,-0.067055184,0.903777604
Potri.002G112200,0.210326183,1,0.646511865,0.081910328,0.903882969
Potri.002G146200,0.210246786,1,0.646574045,0.199078283,0.903925217
Potri.017G075400,0.210134957,1,0.646661647,27.99533749,0.903990276
Potri.010G063300,0.210096644,1,0.646691666,-0.469242755,0.903990276
Potri.012G049700,0.210064989,1,0.646716471,-0.12846797,0.903990276
Potri.009G001301,0.20998222,1,0.64678134,0.599867742,0.904036269
Potri.010G024800,0.209748892,1,0.646964291,-0.63650076,0.904247299
Potri.019G041400,0.209669544,1,0.647026535,0.088149028,0.904251164
Potri.008G168800,0.209663851,1,0.647031002,0.246349405,0.904251164
Potri.008G021600,0.209541837,1,0.647126744,0.101087939,0.90434028
Potri.009G134700,0.209496587,1,0.64716226,-0.595595087,0.904345227
Potri.016G127700,0.209380115,1,0.647253698,0.308034767,0.904428314
Potri.010G155400,0.209292434,1,0.647322553,0.482867502,0.904455886
Potri.004G021500,0.209261205,1,0.647347081,-0.144393227,0.904455886
Potri.009G109001,0.20923268,1,0.647369487,0.453900594,0.904455886
Potri.007G097300,0.209192121,1,0.647401349,-0.246350254,0.904455886
Potri.003G126550,0.209013885,1,0.647541411,-0.65177252,0.90456026
Potri.005G085600,0.208963801,1,0.647580781,-0.4913385,0.90456026
Potri.017G053500,0.208949556,1,0.64759198,-0.204030728,0.90456026
Potri.007G048600,0.208934275,1,0.647603993,-0.072114698,0.90456026
Potri.010G207000,0.208774012,1,0.647730022,-0.223279796,0.904690256
Potri.014G083000,0.208734583,1,0.647761038,28.37886489,0.904690256
Potri.014G134700,0.208629264,1,0.647843901,-0.097529915,0.904761306
Potri.010G042200,0.208527218,1,0.647924212,-0.095651979,0.904828786
Potri.005G124700,0.20842747,1,0.648002739,-0.18315737,0.904880347
Potri.009G115300,0.208368148,1,0.648049451,0.134572394,0.904880347
Potri.006G148100,0.208358411,1,0.648057118,-0.306128237,0.904880347
Potri.017G036700,0.20829548,1,0.648106682,-2.666993748,0.904904877
Potri.001G096560,0.208126566,1,0.648239762,10.83779695,0.905046006
Potri.018G137500,0.207854275,1,0.648454425,0.082750608,0.905266086
Potri.015G107300,0.207845416,1,0.648461411,1.400084786,0.905266086
Potri.004G149600,0.207697862,1,0.648577811,0.887691605,0.905350488
Potri.006G169200,0.207687619,1,0.648585893,-0.214137089,0.905350488
Potri.012G073600,0.207535714,1,0.648705781,-0.119895754,0.905473146
Potri.005G173500,0.207406696,1,0.648807646,-0.556119412,0.90553922
Potri.013G144200,0.207349531,1,0.648852794,-1.452480099,0.90553922
Potri.002G104300,0.207337806,1,0.648862054,-0.470634235,0.90553922
Potri.018G066300,0.207299751,1,0.648892114,-0.248171251,0.90553922
Potri.010G222200,0.207186265,1,0.648981776,-0.406346273,0.90553922
Potri.008G041400,0.207162059,1,0.649000905,-0.854503272,0.90553922
Potri.010G209501,0.20715555,1,0.649006049,-0.203934387,0.90553922
Potri.003G071200,0.207142721,1,0.649016187,-0.119943509,0.90553922
Potri.001G207600,0.20711097,1,0.649041282,-0.731131431,0.90553922
Potri.007G030900,0.206984147,1,0.649141538,-0.091502281,0.905634421
Potri.005G001800,0.206866728,1,0.649234394,0.17202355,0.905707408
Potri.009G120100,0.206837007,1,0.649257902,0.915711009,0.905707408
Potri.006G199000,0.206751114,1,0.649325853,0.282188754,0.905757523
Potri.007G017200,0.206707083,1,0.649360693,0.234667418,0.905761448
Potri.011G042100,0.206596838,1,0.649447945,0.197744452,0.905838476
Potri.016G094300,0.206467642,1,0.649550232,0.274838481,0.905897962
Potri.005G048200,0.206454573,1,0.649560581,-0.323856863,0.905897962
Potri.005G069700,0.206421607,1,0.649586687,0.781856196,0.905897962
Potri.002G062000,0.206331397,1,0.64965814,0.898103317,0.905942395
Potri.007G123200,0.206300505,1,0.649682613,0.305483314,0.905942395
Potri.010G056600,0.206140636,1,0.649809299,0.19669279,0.906026286
Potri.004G121900,0.206133682,1,0.649814811,-0.375184856,0.906026286
Potri.016G102700,0.206023061,1,0.649902508,-9.481250318,0.906026286
Potri.001G251600,0.205911725,1,0.649990799,0.913751217,0.906026286
Potri.001G307700,0.205832711,1,0.650053477,-0.435334912,0.906026286
Potri.003G082100,0.205785668,1,0.6500908,-0.684329671,0.906026286
Potri.018G096700,0.205778372,1,0.650096589,-0.209772552,0.906026286
Potri.006G114600,0.205754811,1,0.650115284,0.371700735,0.906026286
Potri.009G140000,0.205747887,1,0.650120779,0.154881812,0.906026286
Potri.010G127500,0.205743655,1,0.650124137,0.126483056,0.906026286
Potri.002G038400,0.205737333,1,0.650129154,-2.055923366,0.906026286
Potri.018G067800,0.205628029,1,0.650215907,-0.061364291,0.906026286
Potri.013G058700,0.205617797,1,0.65022403,-2.296539747,0.906026286
Potri.005G073900,0.205611046,1,0.650229389,0.102588946,0.906026286
Potri.006G163700,0.205579881,1,0.65025413,-0.083219578,0.906026286
Potri.014G012400,0.205578356,1,0.650255341,-2.455734672,0.906026286
Potri.006G186301,0.205290324,1,0.650484114,0.789633599,0.906252019
Potri.019G127500,0.205234472,1,0.650528497,-0.134531214,0.906252019
Potri.005G180001,0.205227463,1,0.650534068,0.65427533,0.906252019
Potri.009G036600,0.205213049,1,0.650545523,24.06422752,0.906252019
Potri.005G027700,0.204954712,1,0.650750922,-0.07532358,0.906431514
Potri.010G116200,0.204946895,1,0.650757139,0.178528143,0.906431514
Potri.015G065400,0.204930071,1,0.650770522,0.14724735,0.906431514
Potri.011G067400,0.204812573,1,0.650864001,0.34931182,0.906517072
Potri.003G045500,0.204754954,1,0.650909853,-0.080051777,0.906536291
Potri.008G019700,0.204674526,1,0.650973869,-1.415760026,0.906551269
Potri.010G058050,0.204615799,1,0.651020622,-3.910551257,0.906551269
Potri.013G048700,0.204613072,1,0.651022793,-0.117572994,0.906551269
Potri.012G068400,0.204580379,1,0.651048823,0.388031866,0.906551269
Potri.005G117700,0.20449961,1,0.651113145,-1.023411438,0.906570215
Potri.004G162200,0.20434052,1,0.651239881,-0.317902963,0.906570215
Potri.001G235400,0.204338498,1,0.651241492,-0.380387603,0.906570215
Potri.004G019000,0.204326026,1,0.65125143,0.229676814,0.906570215
Potri.006G107300,0.204311547,1,0.651262968,0.1062228,0.906570215
Potri.015G022700,0.204294079,1,0.651276888,-0.164468855,0.906570215
Potri.006G270300,0.204281626,1,0.651286813,0.325554321,0.906570215
Potri.004G013700,0.204223374,1,0.651333242,-0.412498264,0.906590223
Potri.006G271800,0.204112908,1,0.651421308,-0.172081804,0.906651572
Potri.008G062600,0.204064973,1,0.651459532,0.337844834,0.906651572
Potri.013G125000,0.20404747,1,0.65147349,-31.0792906,0.906651572
Potri.012G007800,0.203894114,1,0.651595821,-1.539294148,0.906777199
Potri.002G137600,0.203787208,1,0.651681132,0.321877628,0.906851297
Potri.005G033400,0.203579367,1,0.651847065,0.213116565,0.907037574
Potri.005G116001,0.203476865,1,0.651928937,0.07589771,0.907106868
Potri.016G131900,0.203284584,1,0.652082585,-0.109507581,0.907251993
Potri.017G090000,0.203262836,1,0.65209997,-0.112861797,0.907251993
Potri.018G033400,0.20320808,1,0.652143743,-4804.344562,0.907251993
Potri.015G017601,0.203162486,1,0.652180197,7.648918607,0.907251993
Potri.001G086600,0.203127932,1,0.652207828,-0.159306338,0.907251993
Potri.013G003100,0.203083491,1,0.652243369,-0.502224676,0.907251993
Potri.004G077600,0.203065462,1,0.652257788,-0.887078209,0.907251993
Potri.016G069000,0.202903864,1,0.65238707,-0.100900735,0.90738719
Potri.016G116400,0.202840655,1,0.652437656,-0.225073191,0.907412923
Potri.001G210900,0.202747894,1,0.652511908,0.212968396,0.907471567
Potri.001G178400,0.202566266,1,0.652657355,0.257283717,0.907629214
Potri.005G157100,0.202517449,1,0.652696461,-0.169526034,0.907638967
Potri.006G235400,0.20236793,1,0.652816272,-0.058363239,0.907760942
Potri.015G003500,0.202207932,1,0.652944538,0.180556646,0.907832989
Potri.005G191600,0.202161843,1,0.652981498,0.111673987,0.907832989
Potri.002G175600,0.202147591,1,0.652992928,0.300166831,0.907832989
Potri.018G142900,0.202123448,1,0.653012292,-0.323830241,0.907832989
Potri.018G125284,0.20210314,1,0.653028581,-1.629915851,0.907832989
Potri.004G212100,0.202021401,1,0.653094153,-0.408247476,0.90787952
Potri.015G090100,0.201943882,1,0.653156355,0.186394713,0.907921362
Potri.010G019550,0.20170009,1,0.653352068,2.285203335,0.908148778
Potri.017G116955,0.201487699,1,0.653522689,0.306035305,0.908341295
Potri.005G117000,0.201343054,1,0.653638948,-0.254517187,0.908408097
Potri.013G057766,0.201329252,1,0.653650045,0.445525335,0.908408097
Potri.014G180900,0.201272251,1,0.653695876,-0.166359172,0.908408097
Potri.005G168900,0.201193647,1,0.653759089,0.116045142,0.908408097
Potri.008G014300,0.201165475,1,0.653781748,0.58516572,0.908408097
Potri.010G062300,0.201107613,1,0.653828295,0.165831491,0.908408097
Potri.014G093600,0.2011007,1,0.653833855,-0.79028128,0.908408097
Potri.008G107300,0.201016133,1,0.6539019,0.085535422,0.908408097
Potri.017G096400,0.201016032,1,0.653901982,-0.286000227,0.908408097
Potri.011G032500,0.200964935,1,0.653943103,-0.590097816,0.908408097
Potri.007G137900,0.200939957,1,0.653963207,0.321686844,0.908408097
Potri.004G151500,0.200924409,1,0.653975722,-0.504551913,0.908408097
Potri.006G044500,0.200891767,1,0.654001998,-0.173217747,0.908408097
Potri.003G071100,0.200858925,1,0.654028438,0.96416902,0.908408097
Potri.002G123000,0.200828983,1,0.654052545,-0.52273889,0.908408097
Potri.001G033900,0.200682382,1,0.65417061,0.098801261,0.90852746
Potri.004G098000,0.200527234,1,0.654295614,-1.289314392,0.908584328
Potri.015G112900,0.200519185,1,0.654302101,0.102111883,0.908584328
Potri.007G049700,0.200466968,1,0.654344187,0.296867739,0.908584328
Potri.008G198800,0.200427084,1,0.654376337,0.869114275,0.908584328
Potri.011G046112,0.200413069,1,0.654387635,0.314043791,0.908584328
Potri.009G030800,0.200392383,1,0.654404312,0.060464336,0.908584328
Potri.010G010400,0.200259005,1,0.654511866,-0.361992322,0.908675154
Potri.008G090500,0.20021048,1,0.654551006,0.234062976,0.908675154
Potri.009G159101,0.200191748,1,0.654566117,0.904577727,0.908675154
Potri.019G081600,0.200086334,1,0.654651169,0.279958937,0.908682167
Potri.015G105200,0.200080789,1,0.654655643,-0.310771065,0.908682167
Potri.002G197600,0.199962923,1,0.654750775,0.087114416,0.908682167
Potri.006G070400,0.19994603,1,0.654764413,0.38695777,0.908682167
Potri.011G044500,0.199924686,1,0.654781644,-0.361886559,0.908682167
Potri.014G175000,0.199920481,1,0.654785039,12.52176816,0.908682167
Potri.010G127300,0.199906813,1,0.654796074,-0.139210962,0.908682167
Potri.007G117600,0.199842997,1,0.654847604,0.842925324,0.908709089
Potri.007G079800,0.199783655,1,0.65489553,-0.957957578,0.908715494
Potri.014G041532,0.199757717,1,0.654916481,-0.422359637,0.908715494
Potri.007G071400,0.199709837,1,0.654955159,0.210518244,0.908724579
Potri.005G091200,0.199507955,1,0.655118304,0.146203516,0.908906346
Potri.009G105200,0.199404627,1,0.655201844,-0.210768744,0.908977658
Potri.014G014400,0.199247769,1,0.655328711,-0.229857311,0.909068345
Potri.014G038200,0.199244325,1,0.655331498,-0.233996642,0.909068345
Potri.001G076050,0.199170244,1,0.655391437,-0.289198464,0.909106901
Potri.009G008100,0.19910907,1,0.655440942,3.248390805,0.909130982
Potri.001G008600,0.199017368,1,0.65551517,-4376.309316,0.90918261
Potri.002G016401,0.198983663,1,0.655542458,-209.5302147,0.90918261
Potri.014G140700,0.198918103,1,0.655595543,0.144043516,0.909211649
Potri.010G035300,0.198815797,1,0.655678403,-0.24970615,0.909281975
Potri.006G172600,0.198752369,1,0.655729788,-0.253301198,0.909308647
Potri.001G267100,0.198532251,1,0.655908188,-1.502142864,0.909463694
Potri.010G187700,0.19849718,1,0.655936623,0.167361699,0.909463694
Potri.001G280700,0.198495399,1,0.655938068,-0.419671256,0.909463694
Potri.015G093800,0.198392959,1,0.656021142,-5.413999016,0.909495446
Potri.005G031801,0.198374289,1,0.656036285,-0.390215063,0.909495446
Potri.001G407650,0.198347143,1,0.656058305,0.193078215,0.909495446
Potri.018G102100,0.198302242,1,0.656094731,-0.77749491,0.909495446
Potri.017G045400,0.198241478,1,0.656144034,-14.91573468,0.909495446
Potri.006G024100,0.198191176,1,0.656184855,0.185456029,0.909495446
Potri.005G019600,0.198189673,1,0.656186075,-0.295378512,0.909495446
Potri.014G178300,0.198128699,1,0.656235565,-0.164967128,0.909519467
Potri.003G076600,0.198014054,1,0.656328642,-0.166480155,0.909590811
Potri.003G118200,0.197936529,1,0.656391601,0.566710065,0.909590811
Potri.014G119100,0.197921362,1,0.65640392,0.19869248,0.909590811
Potri.007G029100,0.197906876,1,0.656415687,8.09263239,0.909590811
Potri.005G249900,0.197754236,1,0.656539702,-0.177238349,0.909711864
Potri.003G166200,0.197713398,1,0.65657289,-2.756652862,0.909711864
Potri.017G078100,0.197680606,1,0.656599543,0.250139132,0.909711864
Potri.002G225600,0.19737081,1,0.656851475,-0.120297389,0.910012502
Potri.004G099200,0.197325605,1,0.656888256,0.100569651,0.910012502
Potri.019G121400,0.19729512,1,0.656913063,0.146002715,0.910012502
Potri.008G192900,0.197105343,1,0.657067546,0.214056823,0.910181923
Potri.005G258300,0.19701133,1,0.657144106,0.213072314,0.910243394
Potri.013G020700,0.196852331,1,0.657273641,-0.311360276,0.910378231
Potri.001G260600,0.196746705,1,0.657359727,-0.37814649,0.910443728
Potri.003G043900,0.196715321,1,0.657385311,0.170785888,0.910443728
Potri.002G257500,0.196559103,1,0.657512693,0.099326131,0.910550826
Potri.001G085100,0.196528207,1,0.657537893,0.187818923,0.910550826
Potri.019G065500,0.196502053,1,0.657559228,-0.348375354,0.910550826
Potri.009G166932,0.196435753,1,0.657613317,0.117164708,0.910564293
Potri.012G034700,0.196411208,1,0.657633345,-0.541510596,0.910564293
Potri.006G103300,0.196273165,1,0.657746008,0.324013741,0.910675703
Potri.001G305200,0.196188945,1,0.657814766,0.520553196,0.910699507
Potri.006G164748,0.196173227,1,0.657827602,0.618419981,0.910699507
Potri.008G190600,0.196004526,1,0.657965393,7.500230581,0.910829499
Potri.001G280832,0.195977816,1,0.657987215,0.174666589,0.910829499
Potri.015G089700,0.195939632,1,0.658018415,-0.17101215,0.910829499
Potri.001G062100,0.19590059,1,0.65805032,-0.280500074,0.910829499
Potri.T124808,0.195821996,1,0.658114558,-0.642980864,0.910873835
Potri.001G017900,0.195707101,1,0.658208495,0.452319977,0.910900899
Potri.019G026900,0.195680171,1,0.658230517,0.266948872,0.910900899
Potri.016G115300,0.195665935,1,0.65824216,-0.128608269,0.910900899
Potri.010G083900,0.195635672,1,0.658266911,0.487938838,0.910900899
Potri.001G289900,0.195601146,1,0.658295152,0.460163403,0.910900899
Potri.016G077200,0.195440119,1,0.658426903,-0.097087812,0.911016089
Potri.003G066600,0.195420669,1,0.658442822,0.290376218,0.911016089
Potri.004G230800,0.195254602,1,0.658578772,13.7690607,0.911129746
Potri.007G120101,0.195241624,1,0.6585894,0.263567557,0.911129746
Potri.017G053000,0.195192063,1,0.658629988,0.393595661,0.911141329
Potri.009G045300,0.194932113,1,0.658842977,-0.140604494,0.91138842
Potri.004G067300,0.194869934,1,0.658893948,0.131809112,0.91138842
Potri.016G090500,0.194856116,1,0.658905276,-0.409834206,0.91138842
Potri.013G031900,0.194674009,1,0.659054621,0.312163975,0.91155041
Potri.006G157000,0.194514965,1,0.65918512,-0.190842948,0.91168632
Potri.019G052650,0.194413902,1,0.659268077,0.154442852,0.911728073
Potri.006G143000,0.194399644,1,0.659279783,-0.131176424,0.911728073
Potri.002G012800,0.194145425,1,0.659488581,0.663127505,0.911939169
Potri.019G050950,0.194135279,1,0.659496917,-0.129675192,0.911939169
Potri.016G089900,0.194080859,1,0.659541637,0.293875378,0.911956003
Potri.009G074800,0.19391023,1,0.6596819,0.677868278,0.911956003
Potri.004G069600,0.193888669,1,0.659699629,0.592081995,0.911956003
Potri.006G205600,0.193857131,1,0.659725564,-0.251661437,0.911956003
Potri.010G059100,0.19383326,1,0.659745195,0.237655573,0.911956003
Potri.001G220500,0.193768573,1,0.659798402,79.20145632,0.911956003
Potri.006G147600,0.19367281,1,0.659877189,-0.149207467,0.911956003
Potri.002G036732,0.193585777,1,0.659948813,6.603084639,0.911956003
Potri.004G028800,0.193576114,1,0.659956767,-0.147431055,0.911956003
Potri.006G206000,0.193517791,1,0.660004777,0.515434028,0.911956003
Potri.007G087300,0.193448668,1,0.660061688,0.558945227,0.911956003
Potri.006G048900,0.193356458,1,0.660137626,-0.408835136,0.911956003
Potri.017G144061,0.193355093,1,0.66013875,-0.264200435,0.911956003
Potri.002G178000,0.193326151,1,0.660162589,-0.468326377,0.911956003
Potri.010G006000,0.193301154,1,0.660183181,-0.08737699,0.911956003
Potri.001G451900,0.1932735,1,0.660205963,-2.578701352,0.911956003
Potri.017G019300,0.193258923,1,0.660217973,-0.271632269,0.911956003
